,fnlwgt,marital-status,occupation,relationship,capital-loss,education-num,workclass,capital-gain,first_name,last_names
42342,155489,Married-civ-spouse,Craft-repair,Husband,0,12,Private,0,Lauren,Schroeder
42343,173992,Separated,Adm-clerical,Unmarried,0,9,Local-gov,0,Dean,Bryan
42344,47296,Married-civ-spouse,Adm-clerical,Wife,1740,10,Private,0,Margaret,Tucker
42345,386136,Married-civ-spouse,Prof-specialty,Husband,0,12,Private,0,Walter,Olson
42346,62020,Widowed,Craft-repair,Not-in-family,0,9,Local-gov,0,Hunter,Mcgee
42347,24127,Married-civ-spouse,Sales,Husband,0,11,Self-emp-inc,0,Ivan,Decker
42348,235894,Married-civ-spouse,Exec-managerial,Husband,0,7,Private,0,Danny,Lang
42349,263886,Never-married,Sales,Not-in-family,0,10,Private,0,Kenneth,Barnes
42350,193374,Married-spouse-absent,Craft-repair,Unmarried,0,2,Private,0,Matthew,Hill
42351,207824,Never-married,Handlers-cleaners,Own-child,0,9,Private,0,Patricia,Taylor
42352,86492,Never-married,Transport-moving,Not-in-family,0,9,Private,0,Matthew,Huff
42353,182227,Married-civ-spouse,Craft-repair,Husband,1579,9,Private,0,Wayne,Hayes
42354,107801,Never-married,Other-service,Own-child,2205,12,Private,0,Emily,Ford
42355,237720,Never-married,Craft-repair,Own-child,0,9,Private,0,Lauren,Marshall
42356,228772,Never-married,Machine-op-inspct,Other-relative,0,3,Private,0,Rebecca,Wilson
42357,39586,Married-civ-spouse,Prof-specialty,Wife,0,14,State-gov,0,Charles,Anthony
42358,250224,Married-civ-spouse,Craft-repair,Own-child,0,9,Private,0,Ryan,Anderson
42359,392100,Married-civ-spouse,Craft-repair,Own-child,0,9,Private,0,Karen,Robertson
42360,368757,Married-civ-spouse,Machine-op-inspct,Husband,0,10,Private,0,Alexander,Branch
42361,303588,Married-civ-spouse,Tech-support,Husband,0,10,Self-emp-not-inc,0,Carolyn,Thomas
42362,175149,Divorced,Transport-moving,Not-in-family,0,9,Local-gov,0,James,Jones
42363,139770,Married-civ-spouse,Exec-managerial,Wife,0,14,Self-emp-not-inc,0,Tonya,Turner
42364,448026,Never-married,Sales,Own-child,0,13,Private,0,Marvin,Mccullough
42365,154641,Married-civ-spouse,Farming-fishing,Husband,0,9,Self-emp-not-inc,0,Lauren,Rowe
42366,166213,Married-civ-spouse,Transport-moving,Husband,0,9,Self-emp-not-inc,0,Rose,Martinez
42367,142219,Never-married,Adm-clerical,Own-child,0,10,Private,0,Stephanie,Johnston
42368,37778,Married-civ-spouse,Farming-fishing,Husband,0,14,Self-emp-not-inc,0,Brian,Lynch
42369,180206,Married-civ-spouse,Exec-managerial,Husband,0,12,Private,0,Stephen,Powers
42370,120781,Married-civ-spouse,Prof-specialty,Husband,0,16,State-gov,0,Charles,Mullen
42371,316470,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Miss,Amanda
42372,203408,Married-civ-spouse,Craft-repair,Husband,0,9,Self-emp-not-inc,0,Barbara,Hawkins
42373,157999,Married-civ-spouse,Prof-specialty,Wife,0,13,State-gov,0,Dillon,Jones
42374,180096,Married-civ-spouse,Prof-specialty,Husband,0,13,Local-gov,0,Rebecca,Schmidt
42375,107190,Never-married,Adm-clerical,Own-child,0,10,Private,0,Amanda,Ayala
42376,333677,Never-married,Machine-op-inspct,Own-child,0,9,Private,0,Tracy,Hill
42377,188535,Never-married,?,Own-child,0,10,?,0,Brooke,Griffin
42378,447882,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Teresa,Weber
42379,121040,Divorced,Adm-clerical,Not-in-family,0,9,Federal-gov,0,Glenn,Mason
42380,101562,Divorced,Other-service,Own-child,0,10,Private,0,Olivia,Warren
42381,148222,Never-married,Adm-clerical,Not-in-family,0,9,Local-gov,0,Jill,Stanley
42382,101562,Never-married,Other-service,Own-child,0,9,State-gov,0,Jeffrey,Campos
42383,61487,Never-married,Prof-specialty,Unmarried,0,9,Private,0,Terry,Sosa
42384,242994,Never-married,Sales,Not-in-family,0,10,Private,0,Stacey,Osborne
42385,302473,Never-married,Adm-clerical,Own-child,0,9,Private,0,Julie,Park
42386,148995,Married-civ-spouse,Exec-managerial,Husband,2415,13,Private,0,Brandon,Mullins
42387,322183,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,0,Ryan,Solomon
42388,385177,Married-civ-spouse,Prof-specialty,Wife,0,13,Private,0,Kevin,Daniels
42389,180837,Never-married,Machine-op-inspct,Own-child,0,9,Private,0,Mark,Wu
42390,298539,Never-married,Exec-managerial,Not-in-family,0,9,Self-emp-inc,0,Christina,Miller
42391,147253,Never-married,Tech-support,Not-in-family,0,10,State-gov,0,Darin,Edwards
42392,217689,Married-civ-spouse,Other-service,Husband,0,10,Local-gov,0,Caroline,Zuniga
42393,202416,Never-married,Adm-clerical,Own-child,0,13,Private,0,Parker,Gates
42394,156608,Never-married,?,Own-child,0,7,?,0,Carla,Wagner
42395,362826,Never-married,Handlers-cleaners,Other-relative,0,9,Private,0,Brady,Fitzpatrick
42396,227864,Married-civ-spouse,Craft-repair,Husband,0,9,State-gov,0,Carolyn,Rodriguez
42397,173243,Married-civ-spouse,Prof-specialty,Husband,0,16,Private,0,Monica,Jacobs
42398,289148,Married-spouse-absent,Craft-repair,Unmarried,0,9,Private,0,Dylan,Blackburn
42399,113838,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Matthew,Barber
42400,154641,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Jacob,Hobbs
42401,190910,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Linda,Huang
42402,187510,Married-civ-spouse,Machine-op-inspct,Husband,0,6,Private,0,Brian,Mendoza
42403,225594,Married-civ-spouse,Other-service,Husband,0,,Local-gov,0,Jennifer,Mckinney
42404,218302,Married-civ-spouse,Sales,Husband,0,9,Private,0,Elizabeth,Warner
42405,173314,Married-civ-spouse,Prof-specialty,Husband,0,11,Self-emp-not-inc,0,Brian,Holmes
42406,183355,Married-civ-spouse,Transport-moving,Husband,0,7,Private,0,Melissa,Joyce
42407,183781,Widowed,Craft-repair,Unmarried,0,9,Private,0,Ashley,Kent
42408,106900,Married-civ-spouse,Prof-specialty,Husband,0,14,State-gov,7298,Erika,Le
42409,123983,Divorced,Other-service,Not-in-family,0,13,Private,0,Lori,Garcia
42410,236601,Divorced,Machine-op-inspct,Not-in-family,2339,10,Private,0,Jessica,Nunez
42411,203482,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Dr.,Thomas
42412,296749,Divorced,Machine-op-inspct,Not-in-family,0,10,Private,0,Tiffany,Gonzalez
42413,116934,Separated,Sales,Unmarried,0,10,Private,0,Chloe,Lee
42414,79627,Married-civ-spouse,Exec-managerial,Husband,0,10,Self-emp-not-inc,0,Maria,Wallace
42415,162282,Never-married,Machine-op-inspct,Own-child,0,10,Private,0,Jacob,Burke
42416,183800,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,7688,John,Graves
42417,257250,Divorced,Craft-repair,Not-in-family,0,9,Private,0,David,Juarez
42418,105021,Married-civ-spouse,Sales,Husband,0,13,Private,0,Fred,Ramirez
42419,325390,Married-civ-spouse,Sales,Husband,0,9,Private,0,Andrew,Cooke
42420,246891,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Diana,Marshall
42421,21856,Never-married,Craft-repair,Not-in-family,0,10,Private,0,Jeffrey,Dean
42422,191196,Married-civ-spouse,Exec-managerial,Husband,0,10,Private,0,James,Bruce
42423,132686,Never-married,Prof-specialty,Own-child,0,15,Self-emp-not-inc,0,Barry,Merritt
42424,118657,Married-civ-spouse,Machine-op-inspct,Husband,0,8,Private,0,Ronald,Rowe
42425,148581,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Derrick,Wilkins
42426,143540,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Jesus,Sharp
42427,289551,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,7688,Regina,Medina
42428,161599,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,0,Linda,Bailey
42429,294936,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Shawn,Cooley
42430,173093,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Jack,Hanson
42431,45687,Divorced,Other-service,Not-in-family,0,10,Private,4787,Sierra,Fisher
42432,368949,Married-civ-spouse,Handlers-cleaners,Husband,0,10,Private,0,Richard,Griffith
42433,113601,Never-married,Handlers-cleaners,Own-child,0,10,Private,0,Stephanie,Norris
42434,133144,Married-civ-spouse,Prof-specialty,Husband,0,9,Private,0,Kayla,Bennett
42435,166855,Divorced,Machine-op-inspct,Not-in-family,0,4,Private,0,Hannah,Jones
42436,228346,Never-married,Craft-repair,Not-in-family,0,11,Private,0,Russell,Bell
42437,355571,Divorced,Machine-op-inspct,Unmarried,0,9,Private,0,Thomas,Stokes
42438,153542,Never-married,Sales,Other-relative,0,10,Private,0,Brian,Phillips
42439,110748,Never-married,Prof-specialty,Not-in-family,0,10,Private,0,Gregory,Castillo
42440,90758,Never-married,Tech-support,Not-in-family,0,14,Private,0,Sally,Alvarado
42441,96748,Never-married,Prof-specialty,Own-child,0,10,State-gov,0,Martha,Riley
42442,185127,Never-married,Sales,Not-in-family,0,10,Private,0,Laura,Vasquez
42443,235646,Never-married,Craft-repair,Not-in-family,0,9,Self-emp-inc,0,Bryce,Brewer
42444,183930,Never-married,Other-service,Own-child,0,9,Private,0,Kyle,Williams
42445,36302,Married-civ-spouse,Adm-clerical,Husband,0,10,Private,0,Jasmin,Hart
42446,162136,Divorced,Machine-op-inspct,Not-in-family,0,10,Private,0,Teresa,Perry
42447,150011,Divorced,Prof-specialty,Unmarried,0,13,Private,0,George,Hall
42448,227026,Never-married,,Unmarried,0,9,,0,Christine,Ellis
42449,231573,Never-married,Other-service,Not-in-family,0,10,Private,0,Stephanie,Cortez
42450,179481,Never-married,Transport-moving,Own-child,0,9,Private,0,Laura,Silva
42451,150441,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Miguel,Porter
42452,154374,Married-civ-spouse,Sales,Husband,0,13,Private,0,Miguel,Myers
42453,195919,Never-married,Handlers-cleaners,Not-in-family,0,6,Private,0,James,Martin
42454,122952,Separated,Craft-repair,Unmarried,0,9,Private,0,Mark,Garcia
42455,348739,Married-civ-spouse,Prof-specialty,Husband,0,13,Private,0,Nathaniel,Huber
42456,149102,Married-spouse-absent,Handlers-cleaners,Not-in-family,0,9,Private,2174,Yvonne,Byrd
42457,69757,Divorced,Exec-managerial,Other-relative,0,13,Private,0,Daniel,Roberts
42458,130926,Divorced,Adm-clerical,Not-in-family,0,13,Private,3674,Renee,Adams
42459,99307,Married-civ-spouse,Craft-repair,Husband,0,9,Private,5013,Timothy,Holmes
42460,224361,Never-married,Exec-managerial,Not-in-family,0,9,Private,0,Kristin,Finley
42461,183175,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Sydney,Vazquez
42462,33016,Divorced,Other-service,Unmarried,0,11,Self-emp-not-inc,0,Daniel,Zimmerman
42463,173020,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Nicholas,Gomez
42464,291407,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Melissa,Floyd
42465,26915,Married-civ-spouse,Exec-managerial,Husband,0,11,Private,0,Edward,Allen
42466,204502,Married-civ-spouse,Sales,Husband,0,9,Self-emp-not-inc,0,Leah,Hoffman
42467,123838,Married-civ-spouse,Prof-specialty,Husband,1977,15,Self-emp-inc,0,Kristen,Wiggins
42468,212490,Divorced,Adm-clerical,Not-in-family,0,11,Local-gov,0,Gina,Orr
42469,218456,Divorced,Exec-managerial,Not-in-family,0,14,Self-emp-not-inc,0,Ryan,Rhodes
42470,189439,Married-spouse-absent,Other-service,Unmarried,0,9,Private,0,Mary,Castillo
42471,224073,Never-married,Sales,Own-child,0,7,Private,0,Brenda,Heath
42472,155761,Married-civ-spouse,Sales,Husband,0,10,Self-emp-inc,0,Susan,Shelton
42473,285060,Married-civ-spouse,Exec-managerial,Husband,1977,14,Local-gov,0,Hunter,Howard
42474,98823,Married-civ-spouse,Prof-specialty,Husband,0,13,Local-gov,0,Edwin,Miller
42475,231193,Never-married,Machine-op-inspct,Own-child,0,8,Private,0,Luis,Gilmore
42476,19847,Divorced,Adm-clerical,Unmarried,0,9,Private,0,Kelly,Jackson
42477,301514,Married-civ-spouse,Sales,Husband,0,9,Private,0,Michael,Harvey
42478,349156,Never-married,Farming-fishing,Not-in-family,0,9,Private,0,Taylor,Bass
42479,114927,Married-civ-spouse,Tech-support,Husband,0,11,Private,7298,Heather,Lee
42480,113550,Never-married,Adm-clerical,Own-child,0,9,Private,0,Shari,Phillips
42481,153790,Married-civ-spouse,Adm-clerical,Wife,0,9,Private,0,Jason,Pena
42482,152744,Never-married,Prof-specialty,Not-in-family,0,14,Private,0,Julie,Bryant
42483,138358,Separated,Other-service,Unmarried,0,10,Local-gov,0,Jordan,Wright
42484,260954,Married-civ-spouse,Craft-repair,Husband,2042,7,Private,0,Jaime,Cunningham
42485,182862,Married-civ-spouse,Craft-repair,Husband,0,10,Private,0,Deborah,Harrington
42486,222216,Widowed,?,Unmarried,0,11,?,0,Michael,Cook
42487,67365,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Susan,Lynch
42488,184632,Married-civ-spouse,Craft-repair,Husband,0,11,Private,0,Joyce,Reed
42489,309131,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Melinda,Ballard
42490,25319,Widowed,Prof-specialty,Not-in-family,0,14,Federal-gov,0,Shane,Reyes
42491,103179,Married-civ-spouse,Transport-moving,Husband,0,9,Self-emp-not-inc,0,Kimberly,Barron
42492,285671,Never-married,Other-service,Other-relative,0,9,Private,0,Gwendolyn,Duran
42493,168212,Married-civ-spouse,Prof-specialty,Husband,1902,16,Private,0,Bill,Morgan
42494,170786,Married-civ-spouse,Transport-moving,Husband,0,10,Private,0,Megan,Hughes
42495,237993,Married-civ-spouse,Machine-op-inspct,Husband,0,15,Private,0,Kenneth,Crawford
42496,346014,Married-civ-spouse,Craft-repair,Wife,0,10,Private,0,Tracey,Griffin
42497,51838,Married-civ-spouse,Prof-specialty,Wife,0,9,Private,0,Scott,Jenkins
42498,157117,Married-civ-spouse,Transport-moving,Husband,0,9,Self-emp-not-inc,0,Cheryl,Norton
42499,29937,Widowed,,Not-in-family,0,9,,0,Wayne,Pham
42500,161285,Married-civ-spouse,?,Wife,0,10,?,0,Joseph,Leon
42501,364899,Married-civ-spouse,Prof-specialty,Husband,0,16,Private,7688,Trevor,Best
42502,301634,Never-married,Exec-managerial,Not-in-family,0,12,Private,0,Janet,Petty
42503,194141,Married-civ-spouse,Handlers-cleaners,Husband,0,11,Federal-gov,0,Matthew,Love
42504,170262,Married-civ-spouse,Exec-managerial,Wife,0,9,Private,15024,Nathan,Suarez
42505,118535,Never-married,Sales,Own-child,0,8,Private,0,Diana,Garcia
42506,159939,Married-civ-spouse,Farming-fishing,Husband,0,9,Self-emp-not-inc,0,Teresa,Washington
42507,177675,Never-married,Craft-repair,Not-in-family,0,10,Private,0,Mrs.,Melissa
42508,361838,Married-civ-spouse,?,Wife,0,13,?,0,Matthew,Mayo
42509,252752,Married-civ-spouse,Prof-specialty,Wife,0,13,Private,0,Ernest,Garcia
42510,78375,Married-civ-spouse,,Husband,0,9,,0,Jennifer,Blake
42511,186845,Married-civ-spouse,Sales,Own-child,0,13,Self-emp-inc,5178,Christie,Hatfield
42512,249463,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Zachary,Myers
42513,156926,Divorced,Adm-clerical,Not-in-family,0,13,Private,0,Alexandra,Sanchez
42514,202994,Never-married,?,Own-child,0,10,?,0,Glenn,Brooks
42515,197860,Married-civ-spouse,Handlers-cleaners,Husband,0,10,Private,0,Alicia,Smith
42516,334039,Married-civ-spouse,Exec-managerial,Husband,0,10,Local-gov,0,Sabrina,Scott
42517,248406,Married-civ-spouse,Prof-specialty,Husband,0,14,State-gov,0,Brenda,Clayton
42518,347166,Divorced,Craft-repair,Not-in-family,0,9,Self-emp-not-inc,0,Miss,Tara
42519,175331,Married-civ-spouse,Transport-moving,Husband,0,6,Private,0,Jose,Stokes
42520,57723,Never-married,Sales,Own-child,0,,Private,0,Jeremy,Duncan
42521,189462,Married-civ-spouse,Craft-repair,Husband,0,10,Private,7688,Jack,Sandoval
42522,157778,Widowed,,Not-in-family,0,10,,0,Francis,Wilson
42523,301007,Married-civ-spouse,Prof-specialty,Husband,0,13,Self-emp-inc,0,Rachel,Hodge
42524,103331,Married-civ-spouse,Other-service,Husband,0,10,Private,0,Cheryl,Hurley
42525,50748,Divorced,Sales,Unmarried,0,10,Private,0,Ryan,Conrad
42526,329174,Never-married,Tech-support,Not-in-family,0,9,Private,4865,Diana,Parks
42527,199753,Never-married,Machine-op-inspct,Own-child,0,9,Private,0,Calvin,Smith
42528,163911,Never-married,Adm-clerical,Own-child,0,10,Private,0,Connor,Moore
42529,98719,Widowed,Other-service,Not-in-family,0,9,Private,0,Kaitlyn,Gardner
42530,277434,Divorced,Adm-clerical,Not-in-family,0,10,Private,0,Sarah,Cohen
42531,375833,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,0,Bill,Jacobs
42532,347623,Never-married,Exec-managerial,Unmarried,0,14,Private,0,Amanda,Ward
42533,334368,Separated,Adm-clerical,Not-in-family,0,,Private,0,Lori,Moore
42534,77253,Never-married,Handlers-cleaners,Not-in-family,0,9,Private,0,James,Benjamin
42535,353542,Never-married,Prof-specialty,Not-in-family,0,13,Private,0,Brandy,Farmer
42536,224541,Married-civ-spouse,Transport-moving,Husband,0,10,Private,0,Todd,Hanson
42537,175897,Married-civ-spouse,Craft-repair,Husband,0,5,Self-emp-not-inc,0,Shelby,Walter
42538,323139,Never-married,Handlers-cleaners,Own-child,0,13,Private,0,Charles,Barajas
42539,110103,Never-married,Other-service,Not-in-family,1762,9,Private,0,Jennifer,Gallagher
42540,63574,Never-married,Farming-fishing,Own-child,0,10,Self-emp-not-inc,0,Marissa,Cuevas
42541,62737,Married-civ-spouse,Tech-support,Husband,0,11,Private,0,Caitlyn,Koch
42542,137421,Married-spouse-absent,Exec-managerial,Not-in-family,0,14,Private,0,Mrs.,Christine
42543,112212,Married-civ-spouse,Adm-clerical,Husband,1485,9,Private,0,Mckenzie,Lopez
42544,152307,Married-civ-spouse,Exec-managerial,Husband,2377,9,Private,0,William,Richards
42545,444219,Married-civ-spouse,Craft-repair,Wife,0,9,Private,0,Jordan,Montoya
42546,147876,Married-civ-spouse,Sales,Wife,0,13,Private,15024,Kerry,Woods
42547,192591,Never-married,Adm-clerical,Not-in-family,0,13,Private,0,Jonathon,Sherman
42548,54202,Married-civ-spouse,Prof-specialty,Husband,0,15,Self-emp-not-inc,0,Vicki,Shannon
42549,341835,Never-married,Exec-managerial,Not-in-family,0,9,Private,0,James,Day
42550,174603,Never-married,Exec-managerial,Not-in-family,0,9,Private,0,David,Rowland
42551,103331,Married-civ-spouse,Other-service,Husband,0,10,Private,15024,Amber,Wilson
42552,279231,Married-civ-spouse,Sales,Husband,1977,13,Private,0,Laura,Blair
42553,398988,Never-married,Sales,Not-in-family,0,13,Private,0,Troy,Martinez
42554,206775,Married-civ-spouse,Transport-moving,Husband,0,9,State-gov,0,Michelle,Nunez
42555,147629,Married-civ-spouse,Transport-moving,Husband,0,9,Private,0,Roger,Floyd
42556,88500,Married-civ-spouse,Sales,Husband,0,13,Self-emp-inc,7298,Jennifer,Barron
42557,180339,Separated,Other-service,Unmarried,0,9,Private,0,Jessica,Rowland
42558,171807,Divorced,Tech-support,Not-in-family,0,10,Private,0,Theresa,Freeman
42559,98010,Married-spouse-absent,Adm-clerical,Own-child,0,10,Private,0,William,Marshall
42560,91257,Married-civ-spouse,Other-service,Husband,0,9,Private,0,Aaron,Wiggins
42561,160758,Married-civ-spouse,Sales,Husband,0,4,Private,0,Timothy,Henry
42562,303942,Never-married,Machine-op-inspct,Not-in-family,0,9,Private,0,Joshua,Nunez
42563,216672,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Rhonda,Lara
42564,55863,Married-civ-spouse,Prof-specialty,Wife,1902,16,State-gov,0,Janet,Scott
42565,357540,Married-civ-spouse,Sales,Husband,2002,13,Private,0,Dennis,King
42566,270436,Never-married,Other-service,Own-child,0,9,Private,0,Selena,Price
42567,103925,Never-married,Prof-specialty,Not-in-family,0,13,Private,0,Calvin,Hicks
42568,185039,Married-civ-spouse,Exec-managerial,Husband,0,9,Self-emp-not-inc,9386,Brenda,Duarte
42569,109912,Never-married,Other-service,Not-in-family,0,13,Private,0,Eric,Casey
42570,235624,Married-civ-spouse,Exec-managerial,Husband,0,11,Private,0,Jeremy,Carroll
42571,264017,Never-married,Other-service,Own-child,0,10,Private,0,Duane,Ward
42572,322691,Widowed,Exec-managerial,Own-child,0,14,Private,0,Adam,Navarro
42573,134768,Married-civ-spouse,Sales,Husband,0,14,Self-emp-inc,0,Jeffrey,Chavez
42574,341638,Married-civ-spouse,Protective-serv,Husband,0,12,Federal-gov,0,Mary,Rivera
42575,202560,Married-civ-spouse,Exec-managerial,Wife,0,13,Federal-gov,0,Carly,Duarte
42576,251063,Separated,Exec-managerial,Unmarried,0,10,Private,0,Michael,Andrews
42577,269060,Never-married,Adm-clerical,Own-child,0,13,Private,0,Melissa,Bennett
42578,64307,Married-civ-spouse,Craft-repair,Husband,0,4,Private,0,Rebecca,Meyers
42579,115784,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Anthony,Martinez
42580,25864,Never-married,Exec-managerial,Unmarried,0,9,Local-gov,0,Justin,Wong
42581,347934,Never-married,Other-service,Not-in-family,0,9,Private,0,Sean,Andrade
42582,176634,Never-married,Adm-clerical,Own-child,0,9,State-gov,0,Joseph,Baker
42583,329948,Married-civ-spouse,Sales,Husband,0,9,Private,0,Catherine,Thompson
42584,102332,Divorced,Sales,Unmarried,0,9,Private,0,Stephen,Allison
42585,30529,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,3411,Haley,Malone
42586,309504,Never-married,Sales,Unmarried,0,6,Private,0,Sandra,Lara
42587,53306,Never-married,Craft-repair,Not-in-family,0,9,Private,0,Emily,Ramirez
42588,340917,Never-married,Craft-repair,Unmarried,0,9,Private,14344,Alvin,Lambert
42589,201513,Divorced,Adm-clerical,Own-child,0,9,State-gov,0,Ralph,Ingram
42590,206512,Never-married,Exec-managerial,Not-in-family,0,13,Private,0,Chase,Austin
42591,306352,Married-civ-spouse,Tech-support,Husband,0,11,Private,0,Glen,Jackson
42592,167031,Never-married,Other-service,Other-relative,0,10,Private,0,Jeremy,Fisher
42593,132563,Divorced,Prof-specialty,Unmarried,1726,15,Local-gov,0,Stephanie,Wise
42594,248600,Never-married,Other-service,Other-relative,0,6,Private,34095,Cynthia,Griffin
42595,178160,Widowed,Sales,Not-in-family,0,12,Private,0,Kenneth,Lawson
42596,223881,Married-civ-spouse,Sales,Husband,0,9,Self-emp-inc,0,Gregory,Freeman
42597,30559,Married-AF-spouse,Sales,Wife,0,9,Federal-gov,0,Jody,Gonzalez
42598,212207,Never-married,Farming-fishing,Own-child,0,9,Self-emp-not-inc,0,Craig,Bailey
42599,241350,Married-civ-spouse,Handlers-cleaners,Husband,0,9,Private,0,Miguel,Walsh
42600,209297,Never-married,Machine-op-inspct,Not-in-family,2001,9,Private,0,Jerome,Baker
42601,117028,Never-married,Other-service,Own-child,0,7,Private,0,Jasmine,Gutierrez
42602,258049,Married-civ-spouse,Exec-managerial,Husband,0,14,Private,7688,Troy,Price
42603,67804,Never-married,Other-service,Own-child,0,9,Private,0,Michael,Dennis
42604,266598,Married-civ-spouse,Craft-repair,Husband,0,13,Private,0,Albert,Foster
42605,376474,Married-civ-spouse,?,Husband,0,9,?,0,Barry,Lopez
42606,161132,Never-married,Protective-serv,Not-in-family,0,10,Local-gov,0,Timothy,Leblanc
42607,279129,Never-married,Prof-specialty,Not-in-family,0,10,Private,0,Hannah,Carr
42608,36489,Never-married,Other-service,Not-in-family,0,6,Local-gov,0,Debra,Turner
42609,348430,Married-civ-spouse,Prof-specialty,Husband,1902,13,Private,0,Nancy,Burton
42610,249254,Divorced,Adm-clerical,Unmarried,0,9,Private,3674,Michael,Burns
42611,225780,Married-civ-spouse,Exec-managerial,Husband,0,10,Self-emp-inc,0,Clinton,Miller
42612,34110,Never-married,Protective-serv,Not-in-family,0,10,Private,0,Andrea,Vasquez
42613,336061,Married-civ-spouse,Exec-managerial,Husband,0,9,Private,0,Kellie,Brooks
42614,61343,Married-civ-spouse,?,Husband,0,9,?,0,Kristi,Fox
42615,185846,Married-civ-spouse,Sales,Husband,0,9,Private,0,Lance,Singleton
42616,95639,Never-married,Handlers-cleaners,Other-relative,0,7,Private,0,Matthew,Underwood
42617,540712,Never-married,Other-service,Other-relative,1719,9,Private,0,Toni,Watson
42618,269527,Married-civ-spouse,Prof-specialty,Husband,0,14,Local-gov,7298,Christian,Nichols
42619,261059,Married-civ-spouse,Prof-specialty,Husband,1977,,Private,0,Kathryn,Terry
42620,192894,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Emily,Bonilla
42621,454950,Never-married,Adm-clerical,Own-child,0,10,Self-emp-not-inc,0,Rebecca,Powell
42622,360096,Married-civ-spouse,Exec-managerial,Husband,0,13,Private,15024,Marc,Ballard
42623,192936,Never-married,Prof-specialty,Not-in-family,0,13,Private,0,Frank,Wilson
42624,176335,Never-married,Transport-moving,Not-in-family,0,10,Private,0,Darius,Avila
42625,289741,Married-civ-spouse,Sales,Husband,0,10,Self-emp-not-inc,0,Yvonne,Griffith
42626,330132,Never-married,Sales,Not-in-family,0,13,Private,0,Regina,Ross
42627,320305,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Ryan,Olsen
42628,257756,Divorced,Adm-clerical,Not-in-family,0,11,Private,0,Mr.,Anthony
42629,385959,Never-married,Adm-clerical,Not-in-family,0,13,Private,0,Noah,Davis
42630,59056,Married-civ-spouse,,Wife,0,6,,0,Matthew,Hood
42631,231348,Married-civ-spouse,Other-service,Husband,0,10,Self-emp-not-inc,0,Ana,Scott
42632,133861,Married-civ-spouse,Craft-repair,Husband,0,9,Private,0,Mackenzie,Smith
42633,215503,Never-married,Craft-repair,Not-in-family,0,9,Private,0,Paula,Abbott
42634,117963,Married-civ-spouse,Exec-managerial,Husband,1887,12,Self-emp-inc,0,Stephanie,Reyes
42635,120753,Never-married,Sales,Own-child,0,13,Self-emp-inc,0,Rebecca,Duncan
42636,119421,Married-civ-spouse,Prof-specialty,Wife,0,13,Local-gov,0,Tony,Cunningham
42637,123436,Married-civ-spouse,Prof-specialty,Husband,0,11,Private,0,Catherine,Smith
42638,285432,Never-married,Transport-moving,Not-in-family,0,12,Federal-gov,0,Heather,Everett
42639,129177,Divorced,Adm-clerical,Not-in-family,0,9,Federal-gov,0,Lauren,Carter
42640,123374,Married-civ-spouse,Craft-repair,Husband,0,4,Private,0,Meagan,Cervantes
42641,214627,Married-civ-spouse,Sales,Husband,1977,13,Self-emp-not-inc,0,Donna,Fuentes
42642,306496,Married-civ-spouse,Other-service,Husband,0,9,Private,0,Morgan,Brandt
42643,216473,Married-civ-spouse,Protective-serv,Husband,0,9,Local-gov,0,Patrick,Long
42644,97168,Married-civ-spouse,Craft-repair,Husband,0,6,Private,0,Susan,Robbins
42645,205337,Married-civ-spouse,Machine-op-inspct,Husband,0,9,Private,0,Dominique,Graham
42646,139160,Divorced,Prof-specialty,Not-in-family,0,13,Local-gov,0,Casey,Carey
42647,107405,Never-married,Adm-clerical,Not-in-family,0,10,Private,0,Sean,Rivera
42648,215443,Separated,Other-service,Not-in-family,0,9,Private,0,James,Escobar
