,age,fnlwgt,education,education-num,race,capital-gain,capital-loss,first_name,last_names
25180,54,167770,HS-grad,9,White,0,1902,Roberto,Johnston
25181,35,61518,HS-grad,9,White,0,0,Brooke,Hunter
25182,53,117814,Some-college,10,White,0,0,Margaret,Everett
25183,33,208881,Assoc-acdm,12,White,7298,0,Timothy,Richardson
25184,48,144844,HS-grad,9,White,0,0,Colton,Shannon
25185,20,334105,Some-college,10,White,0,0,Stephen,Warner
25186,23,235853,Bachelors,13,White,0,0,Kristen,Davis
25187,51,182944,HS-grad,9,Black,0,0,Nicole,Garcia
25188,76,42209,9th,5,White,0,0,Morgan,Gonzales
25189,65,101427,Bachelors,13,White,2653,0,Craig,Murphy
25190,39,252327,5,,White,0,0,Jaime,Anderson
25191,23,236601,Some-college,10,White,0,0,Kylie,Johnson
25192,44,59460,HS-grad,9,White,0,0,Seth,Barber
25193,27,54861,Some-college,10,White,0,0,Robert,Patton
25194,51,129525,HS-grad,9,White,0,0,Philip,Fernandez
25195,45,247869,Bachelors,13,White,0,0,Emily,Peters
25196,52,83984,Some-college,10,White,0,0,Willie,Humphrey
25197,31,137978,Bachelors,13,White,0,0,Justin,Tran
25198,59,109638,HS-grad,9,White,0,0,Michelle,Schwartz
25199,63,97855,14,,White,0,0,Michelle,Jenkins
25200,53,165745,HS-grad,9,White,0,0,Evan,Burke
25201,35,393673,Some-college,10,White,0,0,Jennifer,Miranda
25202,36,175130,11th,7,White,0,0,Todd,Jennings
25203,57,109973,HS-grad,9,White,0,0,Austin,Wall
25204,37,280500,Some-college,10,Black,0,0,Chris,Newton
25205,30,113364,Some-college,10,White,0,0,Jeffrey,Curtis
25206,52,110977,Doctorate,16,White,0,0,Joshua,Swanson
25207,35,193260,Masters,14,Asian-Pac-Islander,0,0,Steven,Norton
25208,50,176215,HS-grad,9,White,7688,0,Curtis,Owens
25209,44,144125,Bachelors,13,White,0,0,Jacob,Buchanan
25210,22,205940,HS-grad,9,White,0,0,Robert,Allen
25211,60,212856,Masters,14,White,0,0,Noah,Mullins
25212,25,104097,Masters,14,White,0,0,Lisa,Freeman
25213,32,158242,,13,White,0,0,Monica,Yates
25214,38,81232,Bachelors,13,White,0,0,Christopher,Harvey
25215,33,41610,Bachelors,13,White,0,0,Rhonda,Burnett
25216,58,170608,10th,6,White,0,0,Brian,Garrett
25217,22,191789,Bachelors,13,White,0,0,Cheyenne,Watson
25218,21,174063,Assoc-voc,11,White,0,0,Vincent,Mayo
25219,53,166368,Some-college,10,White,0,0,Jeremy,Leblanc
25220,28,210295,11th,7,White,0,0,Karen,Gomez
25221,55,269763,Some-college,10,White,0,0,Nicole,Cook
25222,21,227521,Some-college,10,White,0,0,Joshua,Gomez
25223,21,26410,HS-grad,9,White,0,0,Rick,Knight
25224,30,174789,HS-grad,9,White,0,0,Evelyn,Miller
25225,31,43819,Bachelors,13,White,7688,0,Mrs.,Kathy
25226,43,188199,9th,5,White,0,0,Mark,Hodges
25227,34,202046,HS-grad,9,White,0,0,Clarence,Haas
25228,37,380614,Assoc-acdm,12,White,0,0,Tara,Tapia
25229,40,85604,Masters,14,White,0,0,Jonathan,Chen
25230,37,340599,11th,7,Black,0,0,Austin,Pearson
25231,37,327120,Some-college,10,White,0,0,Steven,Ramos
25232,52,128378,Bachelors,13,White,0,0,Jerry,Stark
25233,29,190756,11th,7,White,0,0,Morgan,Ross
25234,33,93283,Bachelors,13,White,0,0,Gilbert,Smith
25235,49,142856,HS-grad,9,White,0,0,Benjamin,Myers
25236,42,126094,HS-grad,9,White,0,0,Betty,Cox
25237,40,138975,HS-grad,9,White,0,0,Taylor,Perry
25238,50,98215,HS-grad,9,White,0,0,Raymond,Patel
25239,40,225165,HS-grad,9,White,0,0,Melissa,Cervantes
25240,35,150217,Bachelors,13,White,0,0,Alex,Summers
25241,55,208640,HS-grad,9,White,0,0,Alexa,Fuller
25242,29,263831,,13,White,0,0,Mr.,David
25243,49,250821,Prof-school,15,White,0,0,Donna,Chen
25244,60,264314,,10,White,0,0,Peter,Rojas
25245,28,356555,Some-college,10,White,0,0,Renee,Floyd
25246,35,31095,Some-college,10,White,4101,0,Melissa,Holder
25247,29,262208,Some-college,10,Black,0,0,Melissa,Porter
25248,59,656036,Bachelors,13,White,0,0,Melanie,Hoffman
25249,67,152102,HS-grad,9,White,0,0,Kathleen,Adams
25250,21,383603,,,White,0,0,Edward,Rodriguez
25251,26,183171,,7,Black,1055,0,Gregg,Baker
25252,38,108140,Bachelors,13,White,2202,0,Stephanie,Gross
25253,54,399705,Some-college,10,White,0,0,Tyler,Deleon
25254,36,251091,Bachelors,13,White,0,0,Cynthia,Davidson
25255,90,311184,Bachelors,13,White,0,0,Robert,Carr
25256,36,181705,Some-college,10,White,0,0,Joel,Robles
25257,31,206609,HS-grad,9,White,0,0,Brandon,Leach
25258,60,532845,1st-4th,2,White,0,0,Alexandra,Webster
25259,55,209962,HS-grad,9,White,0,0,Audrey,Mueller
25260,33,356823,Bachelors,13,White,10520,0,Destiny,Taylor
25261,39,225707,Assoc-voc,11,White,0,0,Troy,Alvarez
25262,33,112358,Some-college,10,White,0,0,Robin,Valdez
25263,26,164386,HS-grad,9,White,0,0,Erin,Gibson
25264,57,62020,Prof-school,15,Black,0,0,Alexis,Jones
25265,18,245199,Some-college,10,White,0,0,Vickie,Cole
25266,45,99355,9,,Black,0,0,Denise,Richardson
25267,51,320513,7th-8th,4,Black,0,0,Daniel,Russo
25268,31,511289,HS-grad,9,White,2907,0,Veronica,House
25269,42,123838,Bachelors,13,White,0,0,Robert,Duran
25270,44,96321,Some-college,10,White,0,0,Tracy,Rodgers
25271,79,121552,7th-8th,4,Black,0,0,Keith,Edwards
25272,52,224763,HS-grad,9,White,0,0,Audrey,Pham
25273,23,155919,9th,5,White,0,0,Diana,Watson
25274,51,174754,,9,Black,0,0,Chris,Johnson
25275,28,185647,Some-college,10,White,0,0,Travis,Lynch
25276,18,294605,Some-college,10,White,0,0,Kaitlyn,Jenkins
25277,43,477983,HS-grad,9,Black,0,0,Crystal,Tapia
25278,59,162580,HS-grad,9,White,0,0,Patricia,Mueller
25279,30,415266,HS-grad,9,White,0,0,Steve,Fox
25280,24,215712,Some-college,10,White,0,0,Joyce,Kelly
25281,46,241935,11th,7,Black,7688,0,Kelly,Hughes
25282,26,323044,Some-college,10,White,0,0,Erika,Taylor
25283,36,127809,HS-grad,9,Black,0,0,Valerie,Bell
25284,49,142287,Some-college,10,White,0,0,Tina,Bryant
25285,26,120268,Bachelors,13,White,0,0,Janet,Ward
25286,28,183155,Bachelors,13,White,0,0,Keith,Wright
25287,22,300871,Some-college,10,White,0,0,Rodney,White
25288,63,164435,Some-college,10,White,0,0,Erik,Mcpherson
25289,59,99131,HS-grad,9,White,0,0,Sergio,Sanders
25290,56,182273,HS-grad,9,White,0,0,Nathaniel,Clark
25291,33,212491,HS-grad,9,Black,0,0,Sarah,Aguilar
25292,39,186934,HS-grad,9,White,0,0,Anthony,Pacheco
25293,39,288551,HS-grad,9,Black,0,0,Anita,Wolfe
25294,23,197387,HS-grad,9,White,0,0,Brian,Lambert
25295,32,281437,Some-college,10,White,0,0,Mr.,Stanley
25296,37,225504,Masters,14,White,0,0,John,Williamson
25297,20,237956,HS-grad,9,White,0,0,Emily,Castillo
25298,24,506329,Some-college,10,Asian-Pac-Islander,0,0,Ronald,Carey
25299,58,216824,HS-grad,9,Asian-Pac-Islander,0,0,Justin,Rogers
25300,44,184105,Bachelors,13,White,5013,0,Anthony,Davis
25301,29,160512,HS-grad,9,White,0,0,Margaret,Nunez
25302,22,390817,5th-6th,3,White,0,0,Philip,Jackson
25303,21,207988,HS-grad,9,White,0,0,Mary,Johnson
25304,35,214378,HS-grad,9,White,0,0,Kristin,Carlson
25305,31,382368,11th,7,White,0,0,Justin,Andersen
25306,25,247006,Assoc-acdm,12,White,0,0,Jodi,Wilson
25307,29,145592,HS-grad,9,White,0,0,Anita,Lawson
25308,45,259087,Masters,14,White,0,0,Gabrielle,Humphrey
25309,36,109133,Bachelors,13,White,0,0,Lori,Sullivan
25310,42,230684,Bachelors,13,White,5013,0,Lisa,Torres
25311,49,236586,HS-grad,9,White,0,0,Mr.,Daniel
25312,37,336880,Some-college,10,White,0,0,Pamela,Glenn
25313,50,202044,Bachelors,13,White,0,0,Joseph,Parks
25314,30,96851,Some-college,10,White,0,1719,Brett,Jones
25315,33,208405,Masters,14,White,0,0,Raven,Marquez
25316,52,135033,7th-8th,4,White,0,0,Ian,Mullins
25317,31,281540,Assoc-acdm,12,White,0,0,Tiffany,Charles
25318,21,278130,HS-grad,9,White,0,0,Matthew,Wheeler
25319,45,125933,Some-college,10,Black,0,0,Michele,Owens
25320,41,32878,Bachelors,13,White,0,0,Ethan,Green
25321,53,92430,HS-grad,9,White,0,0,Harold,Buckley
25322,67,150516,HS-grad,9,White,0,0,Miranda,Johnson
25323,40,168936,Assoc-voc,11,White,0,0,Erin,Dodson
25324,44,65145,HS-grad,9,White,0,0,Tammy,Armstrong
25325,29,234972,Some-college,10,White,0,0,Cynthia,Dunn
25326,37,343052,HS-grad,9,White,0,0,Harry,Lopez
25327,28,245790,HS-grad,9,White,0,0,Brenda,Robles
25328,30,119562,HS-grad,9,White,3942,0,Karen,Vang
25329,53,254285,Masters,14,White,0,0,Joseph,Martinez
25330,27,38353,HS-grad,9,White,0,0,Kimberly,Buchanan
25331,22,175374,Some-college,10,White,0,0,Shane,Nicholson
25332,40,223881,Prof-school,15,White,0,0,Anthony,Melton
25333,29,309463,9th,5,White,0,0,Stephanie,Summers
25334,30,218551,Assoc-voc,11,White,0,0,Margaret,Campos
25335,55,35340,Some-college,10,White,0,0,Toni,Price
25336,36,185366,Some-college,10,White,0,0,Shelley,Clark
25337,21,173324,Some-college,10,Black,0,0,Monique,Patel
25338,45,140644,HS-grad,9,White,0,0,Robert,Schultz
25339,55,189933,Some-college,10,White,0,0,Ronald,Gonzales
25340,18,23940,Some-college,10,Amer-Indian-Eskimo,0,0,Martha,Allen
25341,44,438696,Bachelors,13,White,0,0,Maria,Fields
25342,38,282753,Assoc-voc,11,White,0,0,Troy,Pugh
25343,39,191342,Bachelors,13,Asian-Pac-Islander,0,0,Kristen,Burns
25344,54,138845,Some-college,10,White,0,0,Jeffrey,Goodwin
25345,31,234537,Bachelors,13,White,7298,0,Julie,Carpenter
25346,31,341632,Assoc-acdm,12,Black,0,0,Melissa,Terry
25347,43,206139,,13,White,0,0,Lori,Weaver
25348,32,193042,Prof-school,15,White,15024,0,Jaime,Thompson
25349,21,83580,Some-college,10,Amer-Indian-Eskimo,0,0,Deborah,Henry
25350,37,126954,HS-grad,9,White,0,0,Shane,Perez
25351,39,192664,Some-college,10,White,0,0,Henry,Hicks
25352,28,183885,HS-grad,9,White,0,0,Jesse,Vazquez
25353,73,157248,HS-grad,9,White,0,0,Brian,Kelly
25354,51,182314,Masters,14,White,0,0,Mariah,Martinez
25355,28,171067,HS-grad,9,White,0,0,Kimberly,Hurst
25356,23,216129,Assoc-acdm,12,White,0,0,Dr.,Mariah
25357,48,398843,Some-college,10,Black,0,0,Brandon,Harrison
25358,46,256909,HS-grad,9,White,3325,0,Nicole,Flowers
25359,48,192779,Some-college,10,White,0,0,Dalton,Conley
25360,58,205896,HS-grad,9,White,0,0,Mr.,Austin
25361,45,178319,Doctorate,16,White,0,0,Adam,Bonilla
25362,23,172047,HS-grad,9,White,0,0,Juan,Wilson
25363,36,137492,HS-grad,9,Black,0,0,Michael,Ferrell
25364,58,218724,HS-grad,9,White,0,0,Gilbert,Lambert
25365,48,118717,Bachelors,13,Black,0,0,Tyler,Mcgee
25366,45,205424,Bachelors,13,White,0,0,Mario,Hodge
25367,25,178843,Bachelors,13,White,0,0,Catherine,Goodwin
25368,53,108435,HS-grad,9,White,0,0,David,Mosley
25369,36,240323,HS-grad,9,Black,0,0,Susan,Hunt
25370,22,162282,Assoc-voc,11,White,0,0,Tracy,Perez
25371,52,177487,HS-grad,9,White,0,0,Lindsey,Welch
25372,40,32214,Assoc-acdm,12,White,0,0,Michelle,Guerrero
25373,49,123584,11th,7,White,0,0,Sara,Moss
25374,45,276839,Some-college,10,White,0,0,Sharon,Marks
25375,50,171199,11th,7,White,0,0,Jeanette,Edwards
25376,32,331539,13,,Asian-Pac-Islander,0,0,Andrea,Soto
25377,33,112383,Some-college,10,White,0,0,James,Mcdonald
25378,28,624572,HS-grad,9,Black,0,0,Kathleen,Avila
25379,36,317040,Assoc-voc,11,Black,0,0,Julia,Curtis
25380,19,145234,Some-college,10,White,0,0,Sheri,Walker
25381,33,193042,HS-grad,9,White,0,0,Chad,Glover
25382,50,30682,Masters,14,White,0,0,Andrew,Sutton
25383,29,214858,Bachelors,13,White,0,0,Crystal,Gonzales
25384,20,105312,Some-college,10,White,0,0,Jeremiah,Rojas
25385,40,284706,Prof-school,15,Amer-Indian-Eskimo,0,1977,Jeffery,Crawford
25386,31,184306,Assoc-voc,11,White,0,1980,Mark,Ruiz
25387,34,226872,,13,White,0,0,Maurice,Compton
25388,20,151105,Assoc-acdm,12,White,0,0,Erin,Foster
25389,52,284648,,9,White,0,0,Robert,Flores
25390,17,123335,10th,6,White,0,0,Nicholas,Kramer
25391,57,112840,Some-college,10,White,0,0,Trevor,Francis
25392,44,126701,HS-grad,9,White,0,0,Ashley,Mejia
25393,61,226297,Bachelors,13,White,0,0,Mrs.,Kayla
25394,44,180599,HS-grad,9,White,0,0,Melanie,Hill
25395,46,162034,Some-college,10,White,0,0,Elizabeth,Rowland
25396,24,204209,Some-college,10,White,0,0,Christian,Benjamin
25397,43,303155,Bachelors,13,White,0,0,Shelia,Kramer
25398,52,181901,HS-grad,9,White,0,0,Tonya,Martin
25399,39,165235,Bachelors,13,Asian-Pac-Islander,0,0,Gabriel,Watts
25400,23,116934,10th,6,White,0,0,Roy,Odonnell
25401,26,118523,HS-grad,9,White,0,0,Ryan,Lutz
25402,40,242619,Bachelors,13,White,4650,0,Fred,Collins
25403,62,199021,HS-grad,9,White,0,0,Sherry,White
25404,41,469454,Some-college,10,White,0,0,Mark,Smith
25405,30,375827,,9,White,0,0,Mrs.,Tracy
25406,55,135439,Bachelors,13,White,0,0,John,Riley
25407,42,152568,HS-grad,9,Amer-Indian-Eskimo,0,0,Donna,Stevens
25408,38,105017,HS-grad,9,White,0,0,Jimmy,Mcfarland
25409,35,203628,Masters,14,White,0,0,Emily,Steele
25410,55,43064,11th,7,White,0,0,Melissa,Hunt
25411,39,456922,13,,White,0,0,Yvonne,Powell
25412,53,124076,Doctorate,16,White,99999,0,Mr.,Warren
25413,22,537222,Bachelors,13,White,0,0,William,Kidd
25414,38,252250,Assoc-acdm,12,White,0,0,Jerry,Pittman
25415,24,188274,Assoc-acdm,12,White,0,0,Alexis,Lambert
25416,29,163003,Bachelors,13,Asian-Pac-Islander,2202,0,Francis,Barnett
25417,39,113749,9th,5,White,0,0,Meghan,Martinez
25418,33,204577,HS-grad,9,White,0,0,Brandi,Knapp
25419,32,127295,HS-grad,9,Other,0,0,Jamie,Hardin
25420,57,65080,HS-grad,9,White,0,0,Michael,Walton
25421,27,209085,Assoc-voc,11,White,0,0,Timothy,Shaffer
25422,43,183479,HS-grad,9,White,0,0,Angelica,Graham
25423,24,240063,Bachelors,13,White,0,0,Robert,Barton
25424,20,140513,Some-college,10,Black,0,0,James,Martinez
25425,20,188612,Some-college,10,White,0,0,Charles,Terry
25426,77,184046,,13,White,0,0,Julia,Erickson
25427,22,289448,Assoc-acdm,12,Asian-Pac-Islander,0,2205,Kelly,Obrien
25428,20,153516,Some-college,10,White,0,0,Brittany,Garner
25429,19,97215,Some-college,10,White,0,0,Scott,Roberts
25430,63,146196,Bachelors,13,White,0,0,Matthew,Martin
25431,79,120707,Doctorate,16,White,20051,0,Samantha,Porter
25432,50,283676,Some-college,10,White,0,0,Christina,Harrison
25433,55,337599,Some-college,10,White,0,0,Brian,Mckinney
25434,38,407068,5th-6th,3,White,0,0,Christina,Rogers
25435,50,38795,Bachelors,13,White,0,0,Jimmy,Meyer
25436,19,96866,Some-college,10,White,0,0,Earl,Peterson
25437,35,347491,Assoc-voc,11,White,0,0,Sherry,Haney
25438,26,208881,Bachelors,13,White,0,0,Angela,Wright
25439,45,201865,Bachelors,13,White,0,0,Edward,Skinner
25440,40,164678,Assoc-acdm,12,White,0,0,Katelyn,Smith
25441,22,401762,HS-grad,9,White,0,0,Jennifer,Porter
25442,18,62972,11th,7,White,0,0,Devin,Wallace
25443,20,194228,Some-college,10,White,0,0,Mr.,Shane
25444,18,198614,11th,7,Black,0,0,Michael,Steele
25445,51,88528,Assoc-acdm,12,White,0,0,Brandon,Smith
25446,24,253190,HS-grad,9,White,0,0,Adam,Humphrey
25447,60,147393,Bachelors,13,White,0,0,Sarah,Nash
25448,20,451996,HS-grad,9,White,0,0,Jessica,Dunn
25449,54,333301,,6,Black,0,0,Austin,Gray
25450,22,429346,HS-grad,9,Black,0,0,Traci,Sanders
25451,19,194608,Some-college,10,White,0,0,Allen,Santos
25452,51,249339,HS-grad,9,White,0,0,Brian,Park
25453,35,146091,,10,White,0,0,James,Durham
25454,48,77404,Some-college,10,White,0,0,Todd,Sosa
25455,37,83375,HS-grad,9,White,0,0,Tina,Sanders
25456,17,217342,10th,6,White,0,0,Christopher,Pineda
25457,25,454934,Some-college,10,White,0,0,Nicole,Mason
25458,25,60828,Some-college,10,White,0,0,James,Leach
25459,20,36235,Assoc-acdm,12,White,0,0,Keith,Mcclain
25460,35,161496,Some-college,10,White,0,0,Tyler,Wallace
25461,26,389856,HS-grad,9,White,0,0,Katherine,Hodges
25462,34,169527,Some-college,10,White,4386,0,Aaron,Hanson
25463,27,302422,HS-grad,9,White,0,0,Christopher,Nguyen
25464,36,240191,HS-grad,9,Asian-Pac-Islander,41310,0,Kimberly,Kelley
25465,20,137876,Some-college,10,White,0,0,Stacy,Thompson
25466,37,96330,Some-college,10,Black,0,0,Angela,Frank
25467,55,176046,Masters,14,White,0,2267,Amanda,Shaw
25468,30,373213,Assoc-voc,11,White,0,0,Sara,Sutton
25469,30,272669,Some-college,10,Asian-Pac-Islander,0,0,Christopher,Wang
25470,43,115178,Bachelors,13,White,0,0,Margaret,Brock
25471,50,146325,HS-grad,9,White,0,0,Vanessa,Guzman
25472,22,200973,Assoc-acdm,12,White,0,0,Colton,Thompson
25473,19,85690,HS-grad,9,White,0,0,Michael,Nelson
25474,54,201127,Masters,14,White,0,0,Keith,Salazar
25475,30,92531,Bachelors,13,White,0,0,Jessica,Walker
25476,52,153751,9th,5,Black,0,0,Joel,Ortega
25477,43,164790,Some-college,10,Black,0,0,Angela,Santos
25478,36,117381,HS-grad,9,White,0,0,Adam,Calderon
25479,54,339518,Assoc-acdm,12,Asian-Pac-Islander,0,0,Mrs.,Tiffany
25480,39,98941,,,White,0,0,Raymond,Clay
25481,35,81259,Bachelors,13,White,0,0,Deborah,Williamson
25482,30,123291,Some-college,10,White,0,0,Krista,Sanders
25483,19,135066,Some-college,10,White,0,0,Brian,Flores
25484,54,230387,HS-grad,9,White,0,0,Shawna,Webb
25485,28,74784,HS-grad,9,White,0,0,Kimberly,Taylor
25486,45,368561,HS-grad,9,White,0,0,Melissa,Allen
25487,69,174379,HS-grad,9,White,0,0,Annette,Larson
25488,30,36383,13,,White,0,0,Paul,Mcconnell
25489,38,32587,Bachelors,13,Amer-Indian-Eskimo,0,0,Sergio,Barnes
25490,27,295799,Some-college,10,White,0,0,Melissa,Gentry
25491,72,195181,HS-grad,9,White,0,0,Charles,Murray
25492,19,27382,Some-college,,White,0,0,Ashley,Woodard
25493,58,169611,HS-grad,9,White,0,0,Eric,Petty
25494,33,155343,HS-grad,9,White,3103,0,Michael,Robles
25495,75,148214,HS-grad,9,White,0,0,Nicole,Rios
25496,53,67198,7th-8th,4,White,0,0,Heather,Ramirez
25497,55,98545,10th,6,White,0,0,Jeremy,Nash
25498,20,330836,11th,7,White,0,0,Courtney,Bryant
25499,42,202565,1st-4th,2,White,0,0,Gerald,Miller
25500,27,183802,HS-grad,9,White,0,0,Aaron,Thomas
25501,33,298785,9th,5,White,0,0,Teresa,Jones
25502,35,122747,Bachelors,13,White,0,0,Lauren,Heath
25503,21,212661,10th,6,White,0,0,Michael,Blackwell
25504,59,279232,10th,6,White,0,0,Kimberly,Valentine
25505,20,170800,Some-college,10,White,0,0,Kathryn,Brown
25506,33,164683,HS-grad,9,White,0,0,Jessica,Lin
25507,43,145784,HS-grad,9,Asian-Pac-Islander,0,0,Pamela,Mcclain
25508,67,105216,Some-college,10,White,0,0,Paul,Carter
25509,34,176244,7th-8th,4,White,0,0,Sharon,Willis
25510,37,171150,Bachelors,13,White,99999,0,Anthony,Hanson
25511,46,194063,11th,7,White,0,0,Beth,Hess
25512,47,202322,5th-6th,3,White,0,0,Tracy,Blankenship
25513,68,484298,11th,7,White,0,0,Marissa,Daniels
25514,28,207213,Assoc-acdm,12,White,0,0,Angelica,Martinez
25515,41,281725,5th-6th,3,White,0,0,Bryan,West
25516,18,132397,12th,8,Black,0,0,Tony,Cook
25517,28,291374,,9,Black,0,0,Lindsey,Hughes
25518,44,304530,Some-college,10,White,0,0,William,Benson
25519,59,191665,Some-college,10,White,0,2205,Nicole,Landry
25520,29,74500,Bachelors,13,White,0,0,Amy,Reid
25521,25,191230,Some-college,10,White,0,0,Anne,Ward
25522,28,215014,HS-grad,9,White,0,0,Michelle,Harmon
25523,43,293305,Bachelors,13,White,0,1887,Mario,Barrera
25524,41,97279,,9,White,0,0,Paige,Allen
25525,25,203570,HS-grad,9,Black,0,0,Todd,Bernard
25526,31,240771,Some-college,10,White,4386,0,Shannon,Rodgers
25527,28,209205,Bachelors,13,White,0,0,Jacob,Jenkins
25528,44,142968,HS-grad,9,White,0,0,Steve,Hodges
25529,33,120201,HS-grad,9,Other,0,0,Kirk,Haley
25530,28,129882,Some-college,10,Black,0,0,Erica,Mora
25531,28,383322,Assoc-voc,11,White,0,0,Donna,Martinez
25532,38,196123,HS-grad,9,White,0,0,Whitney,Rodgers
25533,40,96129,Assoc-voc,11,White,0,0,Kendra,Wood
25534,41,344624,Some-college,10,White,0,0,Ann,Garner
25535,41,265266,Assoc-acdm,12,White,0,0,Jacqueline,Pratt
25536,40,179069,Bachelors,13,White,0,0,David,Maldonado
25537,20,266525,Some-college,10,Black,594,0,Charles,Gallagher
25538,33,137814,9,,White,0,0,Jamie,Schmitt
25539,19,389942,HS-grad,9,White,0,0,Melanie,Hughes
25540,35,338320,HS-grad,9,White,0,0,Misty,Brown
25541,55,266019,9th,5,Black,0,0,Harold,Bryan
25542,37,154410,Masters,14,White,0,0,Julie,Pacheco
25543,17,275051,11th,7,White,0,0,Katie,Mitchell
25544,35,238342,HS-grad,9,White,0,0,Mr.,Austin
25545,34,29933,HS-grad,9,White,0,0,Jeanette,Fletcher
25546,33,252168,HS-grad,9,Black,0,0,Alice,Hodges
25547,60,145664,Some-college,10,White,0,0,Jason,Cole
25548,52,203635,13,,White,0,1902,Jason,Smith
25549,65,105586,Some-college,10,Asian-Pac-Islander,20051,0,Karen,Li
25550,30,93884,Bachelors,13,White,0,0,Thomas,Bright
25551,26,48099,Bachelors,13,White,0,0,Carlos,Hill
25552,55,183580,Masters,14,White,0,0,Oscar,Flynn
25553,47,97883,,9,White,0,0,Kayla,Walker
25554,40,173001,Some-college,10,White,0,1902,Nicholas,Perry
25555,47,293623,11th,7,White,0,0,Jonathan,Allen
25556,18,106780,Some-college,10,White,0,0,Cathy,Roberts
25557,36,89625,HS-grad,9,Asian-Pac-Islander,0,0,Maureen,Baker
25558,48,275100,HS-grad,9,White,0,0,Katherine,Gilbert
25559,35,330664,HS-grad,9,White,0,0,Amy,Boone
25560,45,229516,HS-grad,9,White,0,0,Anne,Hahn
25561,39,63910,Some-college,10,Asian-Pac-Islander,0,0,Jeremy,Fox
25562,30,348592,HS-grad,9,White,0,0,Teresa,Harvey
25563,51,193374,1st-4th,2,White,0,0,Anthony,Jackson
25564,22,166371,HS-grad,9,White,0,0,Jenna,Mccall
25565,18,154089,11th,7,White,0,0,Hector,Miller
25566,49,233059,Assoc-voc,11,White,0,0,Julie,Green
25567,55,134789,HS-grad,9,White,0,0,Eric,Hanson
25568,90,87372,Prof-school,15,White,20051,0,Kristin,Lee
25569,20,30796,Some-college,10,White,0,0,Sonya,Davila
25570,32,70985,,,White,4064,0,Stacy,Good
25571,49,193366,HS-grad,9,White,0,0,Devin,Tate
25572,19,57366,Some-college,10,White,0,0,Julia,Bryant
25573,51,108914,HS-grad,9,White,0,0,Megan,Hartman
25574,30,226696,Bachelors,13,White,0,0,Stephanie,Gordon
25575,63,83043,Bachelors,13,White,0,2179,Samantha,Frey
25576,30,361497,Bachelors,13,White,0,0,Samantha,Choi
25577,51,221532,Bachelors,13,White,0,0,Jennifer,Myers
25578,34,96483,Assoc-acdm,12,Asian-Pac-Islander,8614,0,Teresa,Gilbert
25579,39,105803,Masters,14,White,0,0,Scott,Wolfe
25580,44,13769,Some-college,10,Amer-Indian-Eskimo,0,0,Deborah,Hamilton
25581,32,98656,,14,White,0,0,Brandon,Nelson
25582,38,357173,HS-grad,9,White,0,0,Jessica,Ball
25583,52,134184,HS-grad,9,White,2597,0,Danielle,Koch
25584,42,153489,Bachelors,13,White,0,0,Brandi,Grant
25585,40,202872,Some-college,10,White,0,0,Jill,Snyder
25586,49,135643,HS-grad,9,Asian-Pac-Islander,0,0,Morgan,Hunt
25587,55,376548,HS-grad,9,White,0,0,Brian,Lara
25588,61,115023,Some-college,10,White,0,0,Stephanie,Terry
25589,22,279041,Some-college,10,Black,0,0,Jessica,White
25590,32,298332,Bachelors,13,White,0,0,Thomas,Watts
25591,41,291831,Masters,14,White,0,0,Robert,Perry
25592,27,501172,Some-college,10,White,0,419,Donald,Snyder
25593,25,189663,Masters,14,White,0,0,Martha,Rush
25594,29,183523,10th,6,White,0,0,Chris,Thomas
25595,42,34037,Doctorate,16,White,0,0,Victor,Livingston
25596,38,231037,5th-6th,3,White,0,0,Emily,Hatfield
25597,45,318280,HS-grad,9,White,0,0,Lawrence,Reynolds
25598,44,112763,,14,White,0,0,Sara,Hughes
25599,50,131819,HS-grad,9,White,0,0,Carla,Bush
25600,18,205218,Some-college,10,White,0,0,Shawn,James
25601,54,254152,HS-grad,9,White,0,0,Valerie,Kim
25602,39,280215,HS-grad,9,Black,0,0,Larry,Pitts
25603,47,22900,HS-grad,9,White,0,0,Anne,Herring
25604,19,73190,Some-college,10,White,0,0,Nathan,Miller
25605,28,149646,Some-college,10,White,0,0,Julia,Whitehead
25606,24,374253,HS-grad,9,White,0,0,Crystal,Hernandez
25607,44,242619,Some-college,10,White,0,0,Katelyn,Rose
25608,19,164395,HS-grad,9,White,0,0,Lauren,Reyes
25609,64,45817,9th,5,White,0,0,Melanie,Parker
25610,54,94323,9th,5,Amer-Indian-Eskimo,0,2163,Pamela,Adams
25611,52,135339,Some-college,10,Asian-Pac-Islander,0,0,Samantha,Murray
25612,38,139180,Bachelors,13,Black,15020,0,Jose,Mcdonald
25613,35,227128,HS-grad,9,White,0,0,Claudia,Johnson
25614,40,333530,Masters,14,White,0,0,Lisa,Alvarado
25615,28,203171,Some-college,10,White,0,0,Kerri,Sullivan
25616,31,294870,Assoc-acdm,12,White,0,0,Tamara,James
25617,31,58624,HS-grad,9,White,0,0,Robin,Garcia
25618,45,103406,Bachelors,13,White,0,1977,Bradley,Butler
25619,24,69640,Bachelors,13,White,0,0,Brandon,Flores
25620,23,60847,Assoc-voc,11,White,0,0,William,Maddox
25621,35,166606,Some-college,10,White,0,0,William,Patterson
25622,22,201729,9th,5,White,0,0,Xavier,Smith
