,age,education,race,sex,hours-per-week,native-country,salary,first_name,last_names
42927,44,Masters,White,Male,35,United-States,>50K,Cole,Christensen
42928,29,Assoc-voc,White,Female,35,United-States,<=50K,Victoria,Savage
42929,35,Some-college,White,Male,45,United-States,<=50K,Valerie,Clark
42930,56,10th,Black,Female,40,United-States,<=50K,Elizabeth,Velasquez
42931,54,Some-college,White,Male,40,United-States,>50K,Dylan,Ramos
42932,31,Some-college,White,Male,56,United-States,>50K,Debbie,Parrish
42933,26,Bachelors,White,Male,45,United-States,>50K,Patrick,Roman
42934,65,HS-grad,White,Male,40,United-States,<=50K.,Tiffany,Chandler
42935,34,HS-grad,White,Female,40,United-States,<=50K,Jessica,Ford
42936,59,HS-grad,White,Male,40,United-States,<=50K.,Eric,Alvarado
42937,46,Some-college,White,Male,45,United-States,<=50K.,Johnny,Mullen
42938,32,Assoc-voc,White,Male,40,United-States,<=50K.,Andrew,Mcintosh
42939,37,Bachelors,Other,Male,50,?,>50K,Shane,Smith
42940,60,HS-grad,White,Male,50,United-States,>50K,Julia,Jenkins
42941,42,HS-grad,Black,Female,35,United-States,<=50K,Brenda,Lowery
42942,74,5th-6th,Black,Male,40,United-States,<=50K,Cody,Patterson
42943,34,,White,Female,35,United-States,<=50K,Matthew,Donovan
42944,35,Some-college,White,Male,50,United-States,<=50K.,Margaret,Rivera
42945,49,Masters,White,Male,50,United-States,>50K,Brandon,Meadows
42946,28,Assoc-voc,White,Female,18,United-States,<=50K.,Jonathan,Sanchez
42947,29,Bachelors,White,Female,35,Canada,<=50K,Diana,Shepherd
42948,43,Bachelors,White,Male,45,United-States,>50K,Edward,Chung
42949,40,Some-college,White,Male,40,United-States,>50K,Alexandra,Lopez
42950,32,HS-grad,White,Male,40,United-States,<=50K.,Lori,Melton
42951,38,HS-grad,White,Female,10,United-States,>50K.,Mr.,Ian
42952,34,HS-grad,White,Male,40,United-States,>50K,Darrell,Blackburn
42953,34,HS-grad,White,Male,40,United-States,<=50K,Jay,Lopez
42954,37,HS-grad,White,Male,40,United-States,>50K,Jacob,Goodman
42955,49,Bachelors,White,Male,40,United-States,>50K.,Thomas,Clark
42956,23,HS-grad,White,Female,42,United-States,<=50K,Michelle,Eaton
42957,44,Doctorate,Asian-Pac-Islander,Male,40,Japan,>50K,Cheryl,Pope
42958,45,Some-college,Black,Female,35,United-States,<=50K,Caleb,Brown
42959,54,Bachelors,White,Female,40,United-States,<=50K.,Mindy,Banks
42960,67,HS-grad,White,Female,30,England,>50K,Clayton,Martinez
42961,36,Some-college,Black,Female,48,United-States,<=50K,Kristi,Howard
42962,41,Bachelors,White,Female,45,United-States,<=50K.,Douglas,Avila
42963,38,Some-college,White,Male,48,United-States,<=50K.,Miss,Heidi
42964,33,Some-college,Black,Female,40,United-States,<=50K,Daniel,Parsons
42965,69,HS-grad,White,Male,30,United-States,<=50K,Allen,Morales
42966,38,Bachelors,White,Female,32,United-States,<=50K.,Kristina,Sheppard
42967,59,HS-grad,White,Male,40,United-States,<=50K.,Cody,Franco
42968,30,Assoc-voc,White,Female,36,United-States,<=50K,Andrew,Greer
42969,36,Some-college,White,Male,44,United-States,<=50K,Cynthia,Mcintosh
42970,20,HS-grad,White,Male,40,United-States,<=50K,Jerry,Stokes
42971,37,HS-grad,White,Male,40,United-States,>50K.,Dustin,Alexander
42972,50,Assoc-acdm,White,Male,50,United-States,>50K,Jeremiah,Camacho
42973,47,Prof-school,White,Male,50,United-States,>50K,Carl,Phillips
42974,49,HS-grad,White,Male,60,Cuba,<=50K.,Danny,King
42975,66,HS-grad,Black,Female,3,United-States,<=50K,Mr.,Colton
42976,46,Bachelors,White,Male,50,Germany,>50K,Marisa,Hall
42977,57,HS-grad,White,Male,40,United-States,<=50K.,Dana,Herrera
42978,56,HS-grad,White,Male,40,United-States,<=50K.,Mr.,Marc
42979,25,HS-grad,White,Female,40,United-States,<=50K.,Richard,Schultz
42980,21,Some-college,White,Male,20,United-States,<=50K,Sylvia,Smith
42981,66,Prof-school,White,Male,50,United-States,<=50K,Matthew,Stein
42982,72,Some-college,White,Male,40,United-States,<=50K.,Beth,Smith
42983,42,HS-grad,Asian-Pac-Islander,Male,40,?,<=50K,Sydney,Howell
42984,53,HS-grad,White,Female,30,United-States,<=50K.,Daniel,Wright
42985,60,HS-grad,White,Male,42,United-States,<=50K,Alexis,Anderson
42986,42,Assoc-voc,White,Female,35,United-States,>50K,Nicole,Gonzalez
42987,33,HS-grad,White,Male,45,United-States,>50K,Joseph,Mccarthy
42988,73,HS-grad,White,Female,22,United-States,>50K,Charles,Hart
42989,27,Some-college,Black,Female,40,United-States,<=50K,Hunter,Weber
42990,20,,White,Male,50,United-States,<=50K.,Scott,Pena
42991,40,HS-grad,Black,Male,43,United-States,<=50K.,Amanda,Luna
42992,39,,Black,Male,50,United-States,>50K.,Angela,Holmes
42993,58,HS-grad,White,Male,40,United-States,<=50K.,Phillip,Sanchez
42994,19,10th,Black,Female,40,United-States,<=50K,Alan,Smith
42995,36,HS-grad,White,Male,40,United-States,<=50K,Rebecca,Tyler
42996,40,Bachelors,White,Male,50,United-States,>50K,Crystal,Cooper
42997,39,Bachelors,White,Female,40,Poland,>50K,Justin,Reyes
42998,37,Prof-school,White,Male,6,Mexico,<=50K,Michelle,Patterson
42999,19,Some-college,White,Male,16,United-States,<=50K,Melinda,Williams
43000,18,11th,White,Female,8,Mexico,<=50K,Raymond,Long
43001,55,9th,White,Male,48,United-States,<=50K,Thomas,Wallace
43002,21,Some-college,White,Female,40,United-States,<=50K,Diana,Brady
43003,25,HS-grad,White,Female,40,United-States,<=50K.,Eugene,Bennett
43004,20,10th,White,Male,40,United-States,<=50K,Chelsey,Chavez
43005,65,,White,Female,35,United-States,<=50K,Billy,Steele
43006,44,9th,Black,Male,40,United-States,<=50K,Jeffrey,Reyes
43007,61,Assoc-voc,White,Female,40,Canada,<=50K.,Debbie,Gregory
43008,45,HS-grad,White,Male,45,United-States,>50K,Terry,Ramirez
43009,24,Bachelors,Black,Female,35,United-States,<=50K,Jesse,Martin
43010,37,Assoc-acdm,Black,Female,40,United-States,<=50K.,Eddie,Keith
43011,41,HS-grad,White,Female,40,United-States,<=50K,Tanya,Baker
43012,48,HS-grad,White,Female,25,United-States,<=50K.,Tracey,Jackson
43013,18,10th,White,Male,20,United-States,<=50K,Carolyn,Howard
43014,36,HS-grad,White,Male,50,United-States,<=50K,Rodney,Sanders
43015,27,Some-college,White,Female,40,United-States,<=50K,Nicole,Combs
43016,37,HS-grad,White,Male,99,United-States,>50K,Deborah,Lane
43017,34,Bachelors,White,Male,45,United-States,<=50K,Victoria,Barr
43018,47,HS-grad,White,Male,40,United-States,<=50K.,Sydney,Hale
43019,42,Masters,White,Male,35,United-States,>50K.,Jessica,Hall
43020,40,,Black,Male,36,United-States,<=50K,Matthew,Good
43021,37,HS-grad,White,Male,70,Philippines,<=50K,Nancy,Nichols
43022,68,HS-grad,White,Male,15,United-States,<=50K.,Stacy,Porter
43023,49,HS-grad,White,Male,40,Nicaragua,<=50K.,Shane,Martin
43024,33,HS-grad,White,Male,40,United-States,<=50K,William,Long
43025,23,Some-college,White,Male,15,United-States,<=50K.,Andrew,Chavez
43026,22,Some-college,White,Female,40,United-States,<=50K,Heidi,Lopez
43027,36,HS-grad,White,Male,40,United-States,>50K,Allison,Wilkinson
43028,39,Prof-school,White,Female,48,United-States,>50K,Kayla,Lin
43029,38,HS-grad,White,Male,24,United-States,<=50K,Xavier,Lee
43030,32,Some-college,White,Female,40,United-States,<=50K.,Justin,Bryant
43031,57,HS-grad,White,Male,40,United-States,>50K.,Peter,Stewart
43032,27,Some-college,Black,Male,5,United-States,<=50K.,Christine,Peters
43033,22,Some-college,White,Female,40,United-States,<=50K.,Sherri,Martinez
43034,18,HS-grad,White,Female,3,United-States,<=50K.,William,Harrison
43035,23,HS-grad,White,Male,40,United-States,<=50K,Rebecca,Mclaughlin
43036,58,Bachelors,White,Female,40,United-States,<=50K,Deborah,Edwards
43037,22,,White,Male,20,United-States,<=50K,Hannah,Monroe
43038,35,Bachelors,White,Male,40,United-States,<=50K.,Dr.,Jacob
43039,23,HS-grad,White,Female,30,United-States,<=50K,Amy,Mcdonald
43040,57,Bachelors,White,Male,13,United-States,>50K,Phyllis,Moore
43041,20,Some-college,White,Male,40,United-States,<=50K,Hailey,Johnson
43042,45,Some-college,White,Male,50,United-States,<=50K,Joshua,Hughes
43043,22,Some-college,White,Male,40,United-States,<=50K,Todd,Hopkins
43044,54,Assoc-voc,White,Male,40,United-States,<=50K,Christopher,Hughes
43045,30,10th,White,Male,45,United-States,<=50K.,Leslie,Scott
43046,44,HS-grad,White,Male,40,United-States,>50K,Jessica,Brady
43047,30,Assoc-voc,White,Male,40,United-States,<=50K,Danny,Davis
43048,40,Some-college,White,Male,43,United-States,<=50K,Brenda,Butler
43049,53,HS-grad,White,Male,40,El-Salvador,<=50K,Lori,Bishop
43050,33,Assoc-voc,Black,Female,26,United-States,<=50K,Kara,Wright
43051,56,Some-college,White,Female,40,United-States,<=50K,Devin,Powell
43052,29,12,White,Female,36,United-States,<=50K,Frank,Spence
43053,57,Some-college,White,Male,40,United-States,>50K,Colin,Hayes
43054,28,HS-grad,White,Male,55,United-States,<=50K.,Amanda,Nolan
43055,46,Some-college,Asian-Pac-Islander,Male,60,?,<=50K,Paige,Acosta
43056,33,Some-college,White,Male,20,United-States,<=50K,Brandon,Payne
43057,41,Bachelors,White,Female,99,United-States,<=50K.,Robert,Watson
43058,26,Bachelors,White,Male,40,United-States,<=50K,Robert,Foley
43059,52,Some-college,White,Male,36,United-States,>50K.,Kristina,Mayer
43060,50,Bachelors,White,Male,16,United-States,>50K.,Daniel,Reeves
43061,32,HS-grad,Other,Male,40,United-States,<=50K,Dan,Hurley
43062,28,Some-college,White,Male,55,United-States,<=50K,Adam,Blackwell
43063,33,Bachelors,White,Male,40,United-States,<=50K,Mary,Roman
43064,32,Bachelors,Black,Male,40,England,>50K,Amy,Davis
43065,38,Some-college,Black,Male,40,United-States,<=50K,Glen,Mclaughlin
43066,26,Bachelors,White,Male,64,United-States,>50K,Bradley,Reed
43067,40,Bachelors,White,Female,40,Puerto-Rico,<=50K,Megan,Combs
43068,18,11th,White,Male,12,United-States,<=50K,Jamie,Cox
43069,46,Some-college,White,Female,40,United-States,<=50K,Edward,Olson
43070,29,HS-grad,White,Male,40,Ecuador,<=50K,Jacqueline,Mayo
43071,60,Assoc-voc,White,Male,60,United-States,>50K,Charles,Woodard
43072,40,Bachelors,White,Male,50,United-States,>50K,Alexander,Lane
43073,28,Some-college,White,Female,30,United-States,<=50K,Jessica,Lambert
43074,27,HS-grad,White,Male,99,United-States,<=50K,James,Schroeder
43075,34,Some-college,White,Male,70,United-States,<=50K,Alexander,Beard
43076,35,Bachelors,White,Male,40,United-States,>50K,Dawn,Donovan
43077,41,HS-grad,White,Male,40,United-States,<=50K,Jimmy,Edwards
43078,51,HS-grad,Black,Female,40,United-States,<=50K,Matthew,Snyder
43079,59,Some-college,White,Male,56,United-States,<=50K,George,Farrell
43080,46,HS-grad,White,Female,55,United-States,<=50K.,Lisa,Hartman
43081,22,HS-grad,White,Male,40,Mexico,<=50K.,Courtney,Hill
43082,36,11th,Other,Male,40,United-States,<=50K.,Justin,Scott
43083,53,Assoc-voc,White,Male,40,United-States,<=50K,Kendra,Riddle
43084,63,Bachelors,White,Male,35,United-States,<=50K,Clayton,Casey
43085,41,Masters,White,Female,55,United-States,<=50K,Mary,Escobar
43086,31,HS-grad,White,Male,40,United-States,<=50K,Julie,Hebert
43087,77,Bachelors,White,Male,50,United-States,>50K,Janice,Woodard
43088,63,HS-grad,Black,Female,40,Haiti,<=50K,Shelia,Roberts
43089,18,10th,White,Female,28,United-States,<=50K,Willie,Mitchell
43090,20,HS-grad,Black,Female,35,United-States,<=50K,Melody,Wilson
43091,25,7th-8th,White,Male,45,Guatemala,<=50K,Mark,Jimenez
43092,33,Some-college,White,Male,40,United-States,<=50K,Jill,Carlson
43093,27,Bachelors,White,Male,45,United-States,<=50K,Christopher,Ross
43094,25,Some-college,White,Male,44,United-States,>50K,Tamara,Gonzalez
43095,23,HS-grad,White,Male,40,United-States,<=50K.,Jeremy,Ewing
43096,57,Bachelors,White,Male,40,United-States,<=50K,Olivia,Chambers
43097,35,Assoc-acdm,White,Female,35,United-States,>50K,Jeffery,Johnson
43098,44,Masters,White,Male,40,United-States,>50K,Catherine,Cochran
43099,75,Masters,White,Male,16,United-States,<=50K,Jeremy,Deleon
43100,42,Doctorate,Asian-Pac-Islander,Male,40,South,>50K.,Bridget,Jordan
43101,27,Bachelors,Black,Male,40,United-States,<=50K,Nathan,Lee
43102,32,Assoc-voc,White,Male,40,United-States,<=50K,Lori,Crane
43103,25,Some-college,White,Female,25,United-States,<=50K.,Carl,Green
43104,30,Bachelors,White,Female,40,United-States,<=50K.,Cynthia,Reid
43105,58,HS-grad,White,Male,40,United-States,<=50K,John,Dodson
43106,34,Bachelors,White,Male,50,United-States,>50K,Ms.,Amber
43107,64,7th-8th,White,Male,50,United-States,<=50K,Billy,King
43108,38,12th,White,Male,40,United-States,<=50K.,Gary,Abbott
43109,21,HS-grad,White,Male,25,Nicaragua,<=50K.,Matthew,Cole
43110,40,Masters,White,Male,50,United-States,<=50K.,Maxwell,Bennett
43111,37,Bachelors,Black,Male,48,,<=50K.,Richard,Holder
43112,39,HS-grad,White,Male,60,United-States,<=50K.,Tracy,Hodges
43113,57,HS-grad,White,Male,40,United-States,<=50K,Anthony,Wagner
43114,35,Bachelors,White,Male,45,United-States,>50K,Juan,Moore
43115,37,Assoc-voc,Black,Male,40,United-States,<=50K.,David,Bailey
43116,52,11th,White,Female,20,United-States,<=50K,Elizabeth,Allison
43117,25,Some-college,White,Male,40,United-States,<=50K,Sarah,Cox
43118,28,Some-college,White,Female,16,United-States,<=50K,Isaac,Hardy
43119,62,Masters,White,Female,45,United-States,<=50K,Patricia,Kelley
43120,38,HS-grad,White,Male,50,United-States,<=50K,Claire,Reynolds
43121,40,Masters,White,Female,40,United-States,<=50K,Tony,Crane
43122,35,HS-grad,White,Male,43,United-States,<=50K,Jacqueline,Peterson
43123,33,,White,Male,40,United-States,<=50K,Jeffrey,Fox
43124,25,HS-grad,White,Male,8,United-States,<=50K,Jessica,Wright
43125,36,HS-grad,White,Male,40,United-States,<=50K,Stephen,Adams
43126,34,Some-college,White,Male,65,United-States,<=50K,Mrs.,Jessica
43127,23,Bachelors,White,Female,35,United-States,<=50K,Suzanne,Salas
43128,31,Assoc-acdm,White,Female,40,United-States,<=50K.,Alyssa,Durham
43129,48,7th-8th,White,Male,40,United-States,<=50K.,Karen,Bradley
43130,74,HS-grad,White,Male,40,United-States,>50K,Stephanie,Adams
43131,39,Bachelors,White,Female,30,United-States,>50K.,Danielle,Huff
43132,24,HS-grad,White,Female,37,United-States,<=50K,Sally,Villanueva
43133,39,Bachelors,White,Female,50,United-States,>50K.,Stephanie,Morgan
43134,38,Some-college,Asian-Pac-Islander,Male,40,Philippines,<=50K,Tony,Turner
43135,22,12th,Black,Male,35,United-States,<=50K,Charlotte,Watson
43136,26,Some-college,White,Female,20,United-States,<=50K,Nicholas,Munoz
43137,42,Some-college,White,Female,40,United-States,<=50K,Sharon,Sanders
43138,39,HS-grad,Amer-Indian-Eskimo,Female,40,United-States,<=50K,Nicole,Stewart
43139,32,HS-grad,White,Male,43,United-States,<=50K,Lindsey,Vazquez
43140,46,11th,White,Female,40,United-States,<=50K,Jacqueline,Decker
43141,38,Some-college,White,Female,25,United-States,<=50K.,Terry,Brown
43142,39,HS-grad,White,Male,40,United-States,<=50K,Dave,Smith
43143,21,HS-grad,White,Male,32,United-States,<=50K,Jonathan,Perry
43144,31,Masters,White,Male,48,United-States,>50K,Andrew,Garcia
43145,30,Some-college,White,Male,40,United-States,<=50K.,Curtis,Miles
43146,46,Some-college,White,Male,40,United-States,>50K,Jenny,Lucero
43147,25,HS-grad,White,Male,30,United-States,<=50K.,Rachel,Landry
43148,48,HS-grad,White,Male,40,United-States,<=50K,Paula,Richardson
43149,30,HS-grad,White,Male,48,United-States,>50K,Jeffery,Thompson
43150,33,9th,White,Male,40,United-States,<=50K.,Andrea,Stewart
43151,23,Some-college,White,Male,40,United-States,<=50K.,Krystal,Simmons
43152,39,HS-grad,White,Male,50,United-States,>50K.,James,Curtis
43153,43,HS-grad,Other,Male,40,United-States,>50K,Kevin,Bray
43154,58,HS-grad,White,Female,45,United-States,<=50K,Jesus,Montgomery
43155,38,Some-college,White,Male,40,United-States,<=50K,Kelsey,Wilson
43156,32,Some-college,Black,Male,40,United-States,<=50K,Valerie,Marquez
43157,63,HS-grad,White,Male,40,United-States,>50K,Monica,Campbell
43158,32,Some-college,Other,Female,40,United-States,<=50K.,Pamela,Vaughan
43159,46,Some-college,White,Male,40,United-States,>50K,Dr.,Stephen
43160,56,Some-college,White,Male,40,United-States,<=50K.,Richard,Silva
43161,31,HS-grad,White,Female,40,United-States,<=50K,Thomas,Walker
43162,17,11th,White,Male,15,United-States,<=50K,Dale,Delgado
43163,27,Some-college,Asian-Pac-Islander,Male,50,South,<=50K.,Robin,May
43164,51,HS-grad,White,Male,40,United-States,<=50K,Beth,Wu
43165,28,Bachelors,White,Female,40,United-States,<=50K.,Shannon,Branch
43166,28,Bachelors,Black,Male,42,United-States,>50K,Matthew,Drake
43167,50,Some-college,White,Male,45,United-States,<=50K,Dr.,Brandy
43168,53,Bachelors,White,Male,45,United-States,>50K,Vernon,Smith
43169,70,Masters,White,Male,4,United-States,>50K.,Cody,Fitzgerald
43170,28,Some-college,White,Male,40,United-States,<=50K,Sandra,Webb
43171,34,,White,Male,40,United-States,<=50K,Amanda,Watts
43172,41,Some-college,White,Male,50,United-States,>50K,Glenda,Davis
43173,40,Bachelors,White,Female,60,United-States,>50K.,Hector,Trujillo
43174,51,HS-grad,White,Female,43,United-States,<=50K,Grant,Herrera
43175,32,HS-grad,White,Male,60,United-States,>50K,Jessica,Velez
43176,25,9th,Asian-Pac-Islander,Female,40,Vietnam,<=50K,Wayne,Huber
43177,32,Some-college,White,Male,40,United-States,>50K.,James,Morrison
43178,43,Some-college,Black,Female,35,United-States,<=50K,Crystal,Franklin
43179,39,10th,White,Female,15,United-States,<=50K,Christina,Key
43180,20,Some-college,White,Male,70,United-States,<=50K,Anna,Black
43181,73,HS-grad,White,Female,35,United-States,<=50K.,Margaret,Douglas
43182,26,HS-grad,White,Male,40,United-States,<=50K.,Jason,Moss
43183,50,12th,White,Male,40,United-States,<=50K,Mark,Gardner
43184,68,Masters,White,Male,42,?,>50K,Katelyn,Krueger
43185,55,HS-grad,White,Male,40,United-States,>50K,Alexis,Sweeney
43186,35,,White,Male,50,United-States,<=50K.,Meghan,Green
43187,21,,White,Male,40,United-States,<=50K,Randy,Chambers
43188,24,HS-grad,White,Male,40,United-States,<=50K.,Laura,Moran
43189,17,10th,White,Male,20,United-States,<=50K,Kathy,Valentine
43190,37,Some-college,White,Male,40,United-States,<=50K.,James,Stevens
43191,38,HS-grad,White,Female,50,United-States,>50K.,Nina,Ross
43192,65,,White,Male,40,United-States,<=50K,Sheri,Price
43193,36,HS-grad,White,Male,50,United-States,>50K,Carrie,Fitzgerald
43194,29,9,White,Male,48,United-States,<=50K,Dylan,Bautista
43195,31,Masters,White,Female,40,United-States,<=50K.,Gail,Winters
43196,50,Some-college,White,Male,40,United-States,>50K,Kenneth,Davidson
43197,19,Some-college,White,Female,10,United-States,<=50K,Sara,Ochoa
43198,34,Assoc-voc,Black,Female,40,United-States,<=50K,Denise,Adams
43199,24,Some-college,Black,Female,45,United-States,<=50K,Ruth,Bennett
43200,25,HS-grad,White,Male,40,United-States,<=50K.,Kevin,Leon
43201,33,Assoc-acdm,White,Female,55,?,<=50K,Mary,Hale
43202,20,HS-grad,White,Male,40,United-States,<=50K,Adrian,Cunningham
43203,18,12th,White,Male,22,United-States,<=50K.,Ronald,Gonzalez
43204,42,HS-grad,White,Male,40,United-States,<=50K.,Dennis,Weber
43205,38,Some-college,White,Female,40,United-States,<=50K,Austin,Bond
43206,32,11th,White,Male,50,United-States,<=50K.,Travis,Lloyd
43207,35,Bachelors,White,Male,40,United-States,>50K,Mr.,Peter
43208,34,Assoc-acdm,White,Male,40,United-States,<=50K,Bianca,Nolan
43209,28,Bachelors,White,Male,40,United-States,<=50K.,Ann,Reilly
43210,25,Bachelors,White,Female,15,United-States,<=50K.,Mariah,Wood
43211,30,Bachelors,White,Male,60,United-States,<=50K.,Wesley,Jones
43212,45,Some-college,White,Male,40,United-States,<=50K,David,Nicholson
43213,22,Some-college,Asian-Pac-Islander,Female,10,United-States,<=50K.,Travis,Lewis
43214,59,Assoc-acdm,White,Male,8,United-States,<=50K,Jesus,Willis
43215,20,HS-grad,White,Male,30,United-States,<=50K,Frank,Jones
43216,29,,White,Female,40,United-States,<=50K,Ethan,Richards
43217,31,Assoc-acdm,Black,Female,40,United-States,<=50K,William,Perry
43218,18,HS-grad,White,Female,25,United-States,<=50K,Erik,Parsons
43219,45,Bachelors,Asian-Pac-Islander,Male,38,?,<=50K,Tristan,Rodriguez
43220,23,Bachelors,White,Female,40,United-States,<=50K.,Bianca,Burton
43221,32,,White,Male,10,United-States,<=50K,Jacob,Willis
43222,24,Some-college,White,Male,65,United-States,<=50K,Allen,Sanchez
43223,60,9th,White,Male,84,United-States,<=50K,Walter,Montgomery
43224,54,1st-4th,Black,Male,40,Haiti,>50K,Bethany,Chambers
43225,55,HS-grad,White,Male,40,?,<=50K,Stephanie,Molina
43226,48,HS-grad,White,Male,40,United-States,<=50K,Debra,Phillips
43227,56,5th-6th,White,Male,40,United-States,<=50K.,Ashley,Hunter
43228,47,Masters,Black,Male,25,United-States,<=50K,Jon,Rice
43229,50,,White,Female,36,Ireland,<=50K,Regina,Ortega
43230,35,HS-grad,White,Male,40,United-States,<=50K,Terrance,Hamilton
43231,39,Bachelors,White,Female,32,United-States,>50K,Lisa,Fitzgerald
43232,26,Some-college,Asian-Pac-Islander,Male,40,United-States,<=50K.,Albert,Acevedo
43233,22,Some-college,White,Male,40,United-States,<=50K.,Jacqueline,Edwards
43234,21,Some-college,White,Male,40,United-States,<=50K,Rose,Collier
43235,25,,White,Female,40,United-States,<=50K,Jared,Curtis
43236,57,HS-grad,White,Male,48,United-States,>50K,Frederick,Phillips
43237,18,Some-college,White,Female,30,United-States,<=50K,Christopher,Mccall
43238,34,Masters,White,Male,40,United-States,>50K,Jeffrey,Diaz
43239,26,Some-college,Asian-Pac-Islander,Male,45,United-States,>50K,Mr.,Scott
43240,32,HS-grad,Black,Female,40,?,<=50K,Larry,Mejia
43241,53,Bachelors,White,Male,40,United-States,>50K.,Sarah,Lindsey
43242,41,Some-college,White,Male,40,United-States,>50K,Stephen,Vargas
43243,29,11th,White,Female,70,United-States,<=50K.,Nicole,Ryan
43244,64,10th,White,Male,50,United-States,<=50K.,Danielle,Cherry
43245,28,Bachelors,White,Female,20,United-States,<=50K,Joshua,Watson
43246,30,Some-college,White,Female,40,El-Salvador,<=50K,Dr.,Barbara
43247,22,Some-college,White,Male,40,United-States,<=50K,Timothy,Meyer
43248,43,Assoc-voc,White,Male,45,United-States,>50K.,James,Parker
43249,25,HS-grad,White,Male,35,United-States,<=50K,Bonnie,Robertson
43250,31,Bachelors,White,Male,55,United-States,>50K,Amanda,Hancock
43251,51,HS-grad,Black,Female,30,United-States,<=50K,Kelly,Williamson
43252,43,Bachelors,White,Male,55,Italy,>50K,Courtney,Yates
43253,60,Assoc-voc,White,Male,40,United-States,>50K,Alexis,Caldwell
43254,31,Bachelors,White,Male,40,United-States,<=50K,Debra,Ortiz
43255,61,HS-grad,White,Male,40,United-States,>50K,Kiara,Howard
43256,20,Some-college,White,Female,17,United-States,<=50K,Sharon,Parrish
43257,24,HS-grad,White,Male,45,United-States,<=50K,Elizabeth,Moreno
43258,36,HS-grad,White,Male,40,United-States,<=50K,Brandon,Mooney
43259,34,Bachelors,White,Male,54,United-States,<=50K.,Janice,Huff
43260,51,Masters,White,Male,40,United-States,<=50K,Adam,Wallace
43261,30,Some-college,White,Male,40,United-States,<=50K,Peter,Douglas
43262,22,Some-college,Black,Female,24,United-States,<=50K.,Mr.,Logan
43263,37,1st-4th,White,Male,85,Mexico,<=50K,Dr.,Kurt
43264,43,Bachelors,White,Female,40,United-States,<=50K,Frank,Manning
43265,35,Bachelors,White,Male,40,United-States,<=50K.,Helen,Bowen
43266,18,HS-grad,White,Female,20,United-States,<=50K,Daniel,Armstrong
43267,22,HS-grad,White,Female,40,United-States,<=50K,Richard,Burns
43268,33,,White,Female,40,United-States,>50K.,Willie,Joseph
43269,33,12th,White,Female,40,United-States,<=50K,Bryan,Johnson
43270,20,HS-grad,White,Female,20,United-States,<=50K.,Tony,Thomas
43271,27,HS-grad,White,Male,40,United-States,>50K,Katherine,Le
43272,21,HS-grad,White,Female,35,United-States,<=50K,Melanie,Conway
43273,55,Assoc-acdm,White,Male,55,United-States,>50K,Charles,Torres
43274,37,Some-college,Other,Male,40,Mexico,<=50K.,Lori,Lawson
43275,36,,Black,Male,40,Dominican-Republic,<=50K.,Tracy,Randolph
43276,40,Assoc-voc,White,Male,40,United-States,<=50K,Betty,Lutz
43277,19,HS-grad,White,Male,50,United-States,<=50K,Matthew,Hodge
43278,38,Bachelors,Other,Female,50,?,>50K,Erica,Mcpherson
43279,29,11th,Black,Male,40,United-States,<=50K.,Mindy,Williams
43280,18,11th,White,Male,10,United-States,<=50K.,James,Bright
43281,45,Masters,White,Male,50,United-States,>50K,Antonio,Scott
43282,46,HS-grad,Black,Female,40,United-States,<=50K.,Shannon,Welch
43283,63,Some-college,White,Female,60,United-States,<=50K,Devin,Fletcher
43284,75,Some-college,White,Male,35,United-States,>50K,Caroline,Mcpherson
43285,37,Some-college,White,Male,40,United-States,>50K.,Crystal,Powers
43286,30,,Black,Female,40,United-States,<=50K,Ashley,Murray
43287,55,1st-4th,White,Male,40,Dominican-Republic,<=50K.,Jesse,Alexander
43288,43,Some-college,White,Male,17,United-States,<=50K,Michelle,Pearson
43289,53,11th,White,Male,41,United-States,<=50K.,Rachel,Larson
43290,43,10th,White,Female,40,United-States,<=50K.,Terry,Nguyen
43291,44,HS-grad,White,Female,39,United-States,<=50K.,Brandi,Carrillo
43292,62,HS-grad,Black,Female,38,United-States,<=50K,Christopher,Raymond
43293,21,HS-grad,White,Male,60,United-States,<=50K.,Joseph,Carey
43294,41,HS-grad,White,Female,45,United-States,<=50K.,Wanda,Williamson
43295,41,Some-college,White,Female,55,United-States,<=50K,Jeffrey,Silva
43296,29,HS-grad,White,Female,18,United-States,<=50K,Mary,Peterson
43297,52,Bachelors,Black,Female,40,Haiti,<=50K,Leslie,Gray
43298,38,Bachelors,White,Male,52,United-States,>50K,Lisa,Black
43299,33,HS-grad,Amer-Indian-Eskimo,Male,40,United-States,<=50K.,Beth,Lowery
43300,52,Bachelors,White,Male,40,United-States,>50K.,Mrs.,Kara
43301,59,Some-college,White,Female,38,United-States,<=50K,Thomas,Rivera
43302,23,Bachelors,White,Male,40,United-States,<=50K.,Allison,Scott
43303,47,7th-8th,White,Female,38,United-States,<=50K.,Brent,Cruz
43304,42,Bachelors,White,Male,50,United-States,<=50K.,Shane,Sawyer
43305,56,Some-college,White,Female,20,United-States,>50K,Carmen,Jennings
43306,34,HS-grad,Amer-Indian-Eskimo,Male,40,Mexico,<=50K.,Erika,Underwood
43307,50,Some-college,Asian-Pac-Islander,Male,40,Philippines,<=50K,Pamela,Avila
43308,46,Assoc-acdm,White,Male,44,United-States,>50K,Sharon,Wells
43309,54,HS-grad,White,Female,35,United-States,<=50K,Charles,Pittman
