,hours-per-week,occupation,capital-gain,relationship,education-num,sex,workclass,capital-loss,first_name,last_names
10193,50,Prof-specialty,15024,Husband,16,Male,State-gov,0,Steven,Long
10194,40,Handlers-cleaners,0,Own-child,3,Male,Private,0,Melissa,Alexander
10195,40,Craft-repair,0,Husband,10,Male,Private,0,Brandon,Cochran
10196,40,Prof-specialty,0,Not-in-family,14,Male,Private,0,Andrea,Casey
10197,43,Other-service,0,Wife,9,Female,Private,0,Lori,Charles
10198,40,,0,Own-child,9,Female,,0,Adam,Sherman
10199,20,Sales,0,Own-child,10,Female,Private,0,Charles,Orr
10200,60,Prof-specialty,15024,Husband,15,Male,Self-emp-inc,0,Olivia,Vincent
10201,35,Prof-specialty,0,Husband,14,Male,State-gov,0,Crystal,Hunter
10202,16,,0,Unmarried,9,Female,,0,Kenneth,Jensen
10203,40,Adm-clerical,0,Unmarried,10,Female,Local-gov,0,Michael,Miles
10204,70,Farming-fishing,5013,Husband,10,Male,Self-emp-not-inc,0,Melinda,Stewart
10205,40,Tech-support,0,Not-in-family,11,Female,Private,0,Erin,Williamson
10206,40,Adm-clerical,0,Own-child,9,Female,Private,0,Terry,Hurley
10207,40,Craft-repair,0,Husband,9,Male,Private,0,Howard,Moore
10208,90,Prof-specialty,0,Husband,15,Male,Private,2415,Mrs.,Kristen
10209,40,?,0,Unmarried,2,Male,?,0,Kristen,Austin
10210,42,Exec-managerial,15024,Husband,13,Male,Private,0,Mario,Estes
10211,60,Sales,0,Not-in-family,13,Male,Self-emp-not-inc,0,Anna,Barnes
10212,65,Adm-clerical,0,Unmarried,13,Female,Private,0,John,Patel
10213,40,Adm-clerical,0,Husband,9,Male,Private,0,Kenneth,Ritter
10214,48,Machine-op-inspct,3103,Husband,9,Male,Private,0,Kendra,Roman
10215,40,Sales,0,Wife,9,Female,Private,0,Jenna,Lynn
10216,40,Farming-fishing,0,Not-in-family,5,Male,Private,0,Shelby,Ritter
10217,40,Sales,0,Not-in-family,9,Male,Private,0,Brian,Waters
10218,40,Prof-specialty,0,Husband,10,Male,Private,0,Jason,Farrell
10219,40,Machine-op-inspct,0,Unmarried,3,Male,Private,0,Christine,Baker
10220,40,Machine-op-inspct,0,Own-child,8,Male,Private,0,Angela,Rich
10221,40,Sales,0,Not-in-family,10,Male,Private,0,Eric,Allen
10222,40,?,0,Other-relative,9,Female,?,0,Robert,Rowland
10223,45,Prof-specialty,15024,Husband,16,Male,Private,0,Todd,Walker
10224,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Micheal,Valenzuela
10225,40,Machine-op-inspct,0,Own-child,9,Male,Private,0,Lisa,Reed
10226,60,Prof-specialty,15024,Husband,15,Male,Self-emp-inc,0,Stephen,Faulkner
10227,38,Sales,0,Not-in-family,10,Female,Private,0,Mary,Harding
10228,40,Handlers-cleaners,0,Husband,9,Male,Local-gov,0,Chad,Gonzales
10229,60,Prof-specialty,0,Husband,15,Male,Private,0,Katherine,Kelly
10230,50,Craft-repair,0,Unmarried,9,Male,Private,0,Joshua,Mercer
10231,45,Sales,3103,Husband,13,Male,Private,0,Jonathon,Barry
10232,40,Craft-repair,0,Own-child,9,Male,Self-emp-not-inc,0,Mary,Weaver
10233,40,Machine-op-inspct,0,Own-child,9,Male,Private,0,Patrick,Black
10234,50,Exec-managerial,0,Husband,14,Male,Self-emp-inc,0,Emily,Hanson
10235,60,Prof-specialty,0,Husband,16,Male,Self-emp-inc,0,Brandon,Woodward
10236,40,Handlers-cleaners,0,Husband,4,Male,Private,0,Mrs.,Katrina
10237,58,Craft-repair,0,Husband,10,Male,Private,0,Debra,Gould
10238,45,Exec-managerial,0,Husband,10,Male,Private,0,Meghan,Harding
10239,65,Transport-moving,0,Not-in-family,9,Male,Private,0,Victoria,Hogan
10240,40,Exec-managerial,0,Husband,13,Male,Private,0,Kara,Williams
10241,38,Prof-specialty,0,Not-in-family,14,Female,Private,0,Sandra,Cruz
10242,40,Adm-clerical,0,Not-in-family,13,Female,State-gov,0,Nicholas,Thomas
10243,40,Adm-clerical,0,Not-in-family,12,Female,Private,0,Brian,Wallace
10244,44,Sales,0,Husband,6,Male,Private,0,Christopher,Guerrero
10245,75,Exec-managerial,0,Husband,9,Male,Self-emp-inc,0,Jonathon,Young
10246,40,Prof-specialty,0,Unmarried,11,Female,Private,0,Connie,Reed
10247,30,Handlers-cleaners,0,Own-child,9,Male,Private,0,Kathleen,Ray
10248,38,,0,Not-in-family,10,Female,,0,Christopher,Gomez
10249,40,Adm-clerical,0,Not-in-family,10,Female,Private,0,Kevin,Dickerson
10250,40,Farming-fishing,0,Husband,13,Male,Private,0,Tyler,Stewart
10251,40,Craft-repair,0,Husband,9,Male,Private,0,Gregory,Johnson
10252,40,Exec-managerial,0,Husband,14,Male,Private,0,Michele,Thompson
10253,40,Craft-repair,0,Own-child,11,Male,Private,0,Krystal,Hamilton
10254,35,Craft-repair,0,Unmarried,9,Male,Private,0,Peter,Gonzalez
10255,35,Other-service,0,Not-in-family,4,Female,Local-gov,0,Alicia,Rogers
10256,55,Sales,0,Husband,,Male,Self-emp-not-inc,0,Susan,Rosario
10257,40,Other-service,0,Not-in-family,9,Female,Private,0,Chelsea,Hale
10258,50,Craft-repair,0,Husband,10,Male,Private,0,Eric,Howell
10259,40,Protective-serv,0,Husband,9,Male,Local-gov,0,Erin,Woodard
10260,40,Craft-repair,0,Husband,9,Male,Private,0,Timothy,Turner
10261,40,Craft-repair,0,Husband,10,Male,Private,0,Joshua,Holland
10262,40,Other-service,0,Unmarried,6,Female,Local-gov,0,Tyler,Riddle
10263,46,Craft-repair,0,Husband,10,Male,Private,0,Jose,Murray
10264,50,Exec-managerial,0,Husband,12,Male,Private,0,Veronica,Zuniga
10265,40,Prof-specialty,0,Not-in-family,16,Male,Private,0,Megan,Martinez
10266,40,Transport-moving,0,Husband,9,Male,Private,0,Donald,Morales
10267,40,Tech-support,0,Not-in-family,13,Male,Private,0,James,Lamb
10268,40,Prof-specialty,0,Husband,14,Male,Local-gov,0,Mary,Sherman
10269,35,Craft-repair,0,Not-in-family,5,Male,Private,1617,Ashley,Mccullough
10270,35,Other-service,0,Unmarried,9,Female,Private,0,John,Case
10271,40,Prof-specialty,0,Unmarried,11,Female,Private,0,Bryan,Patton
10272,40,Prof-specialty,0,Husband,14,Male,Private,0,Ann,Cochran
10273,45,Craft-repair,0,Husband,7,Male,Private,0,Elizabeth,Willis
10274,48,Machine-op-inspct,0,Other-relative,9,Female,Private,0,Gina,Hamilton
10275,40,Farming-fishing,0,Not-in-family,12,Male,Private,0,Vanessa,Palmer
10276,40,Protective-serv,0,Not-in-family,13,Female,State-gov,0,Kristina,Stephens
10277,40,Handlers-cleaners,0,Unmarried,9,Female,Private,0,Randy,Moore
10278,40,,0,Unmarried,5,Male,,0,Jeremy,Pitts
10279,35,Craft-repair,0,Not-in-family,9,Male,Private,0,Dr.,Zachary
10280,40,Other-service,0,Own-child,9,Male,Private,0,Deborah,Mejia
10281,60,Farming-fishing,0,Husband,10,Male,Self-emp-inc,0,Nathan,Donaldson
10282,20,Prof-specialty,0,Not-in-family,13,Female,Private,0,Kyle,Klein
10283,40,Sales,0,Own-child,9,Male,Private,0,Katie,Craig
10284,32,?,0,Own-child,9,Male,?,0,Sean,Li
10285,20,Prof-specialty,0,Not-in-family,10,Male,Local-gov,0,Latoya,King
10286,50,Exec-managerial,0,Not-in-family,13,Male,Private,1590,Tiffany,Garrett
10287,40,Other-service,0,Unmarried,9,Female,Private,0,Cindy,Bush
10288,40,Machine-op-inspct,0,Unmarried,9,Male,Private,0,Amber,Kim
10289,40,Machine-op-inspct,0,Own-child,4,Male,Private,0,Tami,Garcia
10290,40,Adm-clerical,0,Not-in-family,9,Female,Private,0,Carrie,Austin
10291,40,Tech-support,0,Husband,10,Male,Private,0,Joseph,Reed
10292,16,,0,Husband,10,Male,,0,Sydney,Burgess
10293,50,Exec-managerial,3411,Other-relative,5,Male,Self-emp-not-inc,0,Courtney,Short
10294,72,Farming-fishing,0,Husband,9,Male,Self-emp-not-inc,0,Justin,Mcdaniel
10295,25,Sales,0,Unmarried,10,Female,Private,0,Kimberly,Luna
10296,45,Sales,0,Not-in-family,9,Male,Private,0,Jennifer,Walker
10297,32,Other-service,0,Own-child,9,Female,State-gov,0,Jack,Hall
10298,35,Sales,0,Own-child,10,Male,Private,0,Regina,Jennings
10299,40,Protective-serv,0,Not-in-family,10,Female,Private,0,Zachary,Sanchez
10300,40,Craft-repair,0,Not-in-family,4,Male,Private,0,Lisa,Neal
10301,50,Exec-managerial,0,Husband,10,Male,Self-emp-inc,0,Lauren,Skinner
10302,40,Protective-serv,0,Wife,9,Female,Private,0,George,Velez
10303,60,Craft-repair,0,Husband,9,Male,Self-emp-not-inc,0,Jill,Morris
10304,40,Sales,0,Husband,14,Male,Private,0,Joseph,Hernandez
10305,60,Exec-managerial,0,Husband,10,Male,Private,0,Ryan,Dunn
10306,40,Adm-clerical,0,Unmarried,6,Female,State-gov,0,Jacob,Harris
10307,2,Sales,0,Unmarried,10,Male,Self-emp-not-inc,1816,Ernest,Mendoza
10308,40,Sales,0,Not-in-family,13,Female,Private,0,Renee,Whitaker
10309,40,Craft-repair,0,Not-in-family,13,Male,Private,0,Brent,Wolf
10310,45,Exec-managerial,8614,Not-in-family,10,Female,Private,0,Taylor,Montes
10311,40,Exec-managerial,7688,Husband,13,Male,Self-emp-inc,0,Beverly,Brooks
10312,40,Prof-specialty,0,Husband,16,Male,Private,0,Lisa,Lewis
10313,25,?,0,Unmarried,10,Female,?,0,Ashley,Davidson
10314,40,Tech-support,14344,Not-in-family,11,Male,Private,0,Anthony,Flowers
10315,40,Adm-clerical,0,Wife,9,Female,Private,0,Joann,Wells
10316,40,Other-service,0,Own-child,10,Female,Private,0,Christopher,Shelton
10317,40,Transport-moving,0,Not-in-family,11,Male,Private,0,Kathy,Petersen
10318,40,Adm-clerical,0,Own-child,13,Female,Private,0,James,Kirk
10319,70,?,0,Husband,16,Male,?,0,David,Buchanan
10320,45,Other-service,0,Unmarried,11,Female,Private,0,Tonya,Ritter
10321,20,Sales,0,Not-in-family,9,Male,Private,0,Stephanie,Scott
10322,40,Other-service,0,Husband,7,Male,Local-gov,0,Paul,Osborn
10323,40,Farming-fishing,0,Husband,,Male,Self-emp-inc,0,Robert,Collins
10324,24,Adm-clerical,0,Own-child,7,Female,Private,0,Jessica,Long
10325,50,Farming-fishing,0,Unmarried,10,Male,Private,0,Christopher,Suarez
10326,6,Sales,0,Own-child,10,Female,Private,0,Carolyn,Gordon
10327,50,Machine-op-inspct,0,Husband,10,Male,Private,0,Julian,Moran
10328,40,Prof-specialty,0,Wife,14,Female,Local-gov,0,Deborah,Rodriguez
10329,37,Craft-repair,0,Husband,9,Male,Private,0,Cody,Byrd
10330,45,Machine-op-inspct,0,Husband,9,Male,Private,0,Jonathan,Reynolds
10331,40,Adm-clerical,0,Husband,12,Male,Private,0,James,Stephenson
10332,60,Sales,0,Husband,13,Male,Private,0,Danielle,Wolfe
10333,40,?,0,Own-child,10,Male,?,0,Reginald,Carter
10334,40,Sales,0,Not-in-family,10,Male,Private,0,Thomas,Thomas
10335,70,Exec-managerial,7688,Husband,9,Male,Private,0,Cassidy,Chan
10336,40,Sales,0,Unmarried,12,Female,Private,0,Mary,Sullivan
10337,75,Exec-managerial,0,Own-child,10,Male,Private,0,Raymond,Johnson
10338,40,Craft-repair,0,Husband,12,Male,Private,0,Bryan,Gonzalez
10339,30,Prof-specialty,0,Not-in-family,10,Male,Self-emp-not-inc,0,Chris,Porter
10340,40,Adm-clerical,0,Own-child,9,Female,Private,0,William,Higgins
10341,52,Craft-repair,0,Husband,9,Male,Private,0,Brett,Griffin
10342,45,Adm-clerical,0,Not-in-family,9,Female,Private,0,Harry,Mitchell
10343,40,Other-service,0,Wife,10,Female,Private,0,Andrew,White
10344,45,Handlers-cleaners,0,Own-child,7,Male,Private,0,Kaitlyn,Swanson
10345,45,Protective-serv,0,Not-in-family,13,Male,Private,0,Brianna,Perkins
10346,40,Protective-serv,0,Not-in-family,10,Male,Local-gov,0,Robert,Bates
10347,18,Other-service,0,Not-in-family,9,Male,Private,0,Jennifer,Contreras
10348,40,Transport-moving,0,Husband,9,Male,Private,1887,Ryan,Beck
10349,50,Sales,2174,Not-in-family,13,Female,Self-emp-not-inc,0,Carlos,Douglas
10350,65,Transport-moving,0,Husband,5,Male,Private,0,Jacob,Perez
10351,40,Protective-serv,0,Not-in-family,9,Female,Local-gov,0,Patrick,Wiggins
10352,50,Other-service,0,Not-in-family,10,Male,Private,0,Daisy,Cantu
10353,40,Transport-moving,0,Husband,9,Male,Private,2002,Darren,Thompson
10354,45,Exec-managerial,0,Unmarried,13,Female,Private,0,Stacey,Wang
10355,50,Craft-repair,0,Not-in-family,,Male,Private,1564,Bradley,Wells
10356,40,Sales,0,Unmarried,9,Female,Private,1138,Dale,Jones
10357,40,Sales,0,Not-in-family,6,Female,Private,0,Samantha,Chan
10358,40,Other-service,0,Own-child,10,Female,Private,0,Amy,Patel
10359,20,Machine-op-inspct,0,Not-in-family,6,Female,Private,0,Arthur,Grimes
10360,50,Priv-house-serv,0,Not-in-family,9,Female,Private,0,Morgan,Davis
10361,26,Adm-clerical,0,Husband,9,Male,Self-emp-inc,0,Michele,Brooks
10362,65,Exec-managerial,0,Husband,14,Male,Private,0,Amanda,Brown
10363,40,Exec-managerial,0,Husband,10,Male,State-gov,0,Andrew,Perez
10364,50,Craft-repair,0,Husband,9,Male,Private,0,Rebecca,Torres
10365,45,Prof-specialty,0,Not-in-family,9,Male,Private,0,Kaitlin,Kramer
10366,40,Sales,0,Not-in-family,9,Female,Private,1590,Holly,Henderson
10367,99,Priv-house-serv,0,Unmarried,9,Female,Private,0,Clinton,Marquez
10368,45,Exec-managerial,0,Not-in-family,13,Male,Private,0,Joel,Fox
10369,38,Transport-moving,0,Husband,9,Male,Private,0,Michele,Frye
10370,42,Prof-specialty,0,Husband,12,Male,Private,2002,Shannon,Garcia
10371,40,Adm-clerical,0,Unmarried,9,Female,Local-gov,0,Melissa,Dudley
10372,60,Sales,0,Not-in-family,9,Female,Private,0,Sydney,Knight
10373,60,Farming-fishing,0,Not-in-family,9,Male,Private,0,Sandra,Wilson
10374,40,Transport-moving,0,Other-relative,9,Male,Private,0,Rhonda,Harris
10375,30,Sales,3103,Husband,12,Male,Self-emp-not-inc,0,James,Elliott
10376,60,Prof-specialty,0,Husband,16,Male,Self-emp-not-inc,1902,Terry,Lee
10377,80,Prof-specialty,0,Husband,15,Male,Self-emp-inc,2415,Sandra,Moran
10378,40,Craft-repair,0,Husband,10,Male,Private,2042,Brittany,French
10379,60,Transport-moving,0,Husband,9,Male,Private,0,Paula,Webb
10380,40,Handlers-cleaners,0,Other-relative,13,Female,Private,0,Alexis,Greene
10381,40,Exec-managerial,0,Husband,14,Male,Federal-gov,0,Tiffany,Parks
10382,40,Sales,0,Husband,13,Male,State-gov,0,Dr.,Devin
10383,40,Exec-managerial,0,Husband,13,Male,Private,0,Joel,Griffin
10384,50,Handlers-cleaners,0,Husband,4,Male,Private,0,James,Bryant
10385,38,Handlers-cleaners,0,Not-in-family,9,Female,Private,0,Robert,Russell
10386,30,Craft-repair,0,Husband,5,Male,Self-emp-not-inc,0,Damon,Jimenez
10387,50,Exec-managerial,99999,Husband,10,Male,Private,0,Kristi,Hughes
10388,40,Other-service,0,Husband,9,Male,Private,0,Jeff,Santiago
10389,40,Handlers-cleaners,0,Own-child,6,Male,Private,0,Aaron,Clark
10390,40,Protective-serv,0,Husband,5,Male,Private,0,Elizabeth,Lawson
10391,52,Adm-clerical,0,Not-in-family,9,Male,Private,0,Briana,Martin
10392,40,Craft-repair,0,Husband,9,Male,Private,0,Adam,Haas
10393,40,Prof-specialty,0,Wife,13,Female,Private,0,Cassandra,Williams
10394,40,Protective-serv,0,Husband,9,Male,State-gov,0,Phillip,Garcia
10395,40,Transport-moving,0,Own-child,6,Male,Private,0,Kenneth,Dudley
10396,40,Sales,0,Own-child,10,Female,Private,0,Troy,Caldwell
10397,50,Exec-managerial,0,Wife,10,Female,Self-emp-not-inc,1977,David,Andrade
10398,55,Exec-managerial,2174,Not-in-family,13,Male,Private,0,Justin,Mclaughlin
10399,15,Adm-clerical,0,Own-child,10,Male,State-gov,0,Rachael,Kennedy
10400,40,Adm-clerical,0,Husband,2,Male,Federal-gov,0,Krystal,Brown
10401,45,Machine-op-inspct,0,Husband,9,Male,Private,0,Pamela,Hodge
10402,70,Other-service,0,Not-in-family,13,Male,Private,0,Kaitlyn,Ayala
10403,41,Exec-managerial,0,Not-in-family,9,Female,Private,0,Isabel,Hayes
10404,8,,0,Husband,9,Male,,0,Lisa,Daniels
10405,50,Exec-managerial,15024,Husband,13,Male,Private,0,Edward,Harrison
10406,50,Prof-specialty,0,Husband,16,Male,Private,0,Tammy,Fisher
10407,30,Prof-specialty,0,Husband,14,Male,State-gov,0,William,Lee
10408,55,Exec-managerial,0,Husband,12,Male,Private,1848,Steven,Beltran
10409,40,Exec-managerial,0,Not-in-family,9,Female,Private,0,Gina,Hoffman
10410,40,Craft-repair,0,Not-in-family,7,Male,Private,0,Casey,Stokes
10411,40,Handlers-cleaners,0,Own-child,13,Male,Private,0,Ashley,May
10412,60,Exec-managerial,0,Husband,9,Male,Private,0,Linda,Durham
10413,30,Sales,0,Husband,9,Male,Private,0,Lauren,Guerrero
10414,35,Sales,0,Unmarried,9,Female,Self-emp-not-inc,0,Donald,Turner
10415,45,Prof-specialty,0,Wife,14,Female,Local-gov,0,William,Villegas
10416,38,Craft-repair,0,Own-child,10,Male,State-gov,0,Paul,Lopez
10417,40,Handlers-cleaners,0,Husband,9,Male,Private,0,Kimberly,Pugh
10418,45,Adm-clerical,114,Unmarried,10,Female,Private,0,Frank,Pace
10419,45,Craft-repair,0,Husband,9,Male,Private,0,Joseph,Blanchard
10420,40,Other-service,0,Not-in-family,9,Female,Private,0,Billy,Holmes
10421,40,Craft-repair,0,Not-in-family,9,Male,Private,1876,David,Ho
10422,40,Prof-specialty,0,Not-in-family,13,Male,Private,0,Brian,Ruiz
10423,40,Sales,15024,Husband,,Male,Federal-gov,0,Linda,Adams
10424,40,Machine-op-inspct,0,Own-child,,Female,Private,0,Duane,Washington
10425,40,Sales,0,Wife,10,Female,Private,0,Gregory,Gibson
10426,50,Exec-managerial,99999,Husband,14,Male,Private,0,Suzanne,Richards
10427,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Kara,Rivas
10428,44,Transport-moving,0,Husband,9,Male,Private,0,Michele,Bishop
10429,40,Craft-repair,0,Husband,,Male,Private,0,Ian,Caldwell
10430,40,Machine-op-inspct,0,Husband,8,Male,Private,0,Kristin,Walsh
10431,35,Exec-managerial,6497,Unmarried,9,Female,Local-gov,0,Anna,Davis
10432,40,Exec-managerial,0,Not-in-family,13,Male,Private,1741,Bryan,Campos
10433,45,Farming-fishing,0,Husband,7,Male,Self-emp-not-inc,0,Richard,Buckley
10434,25,Adm-clerical,0,Own-child,10,Female,Private,0,Lonnie,Green
10435,50,Adm-clerical,0,Not-in-family,9,Female,Federal-gov,0,Todd,Brown
10436,40,Prof-specialty,0,Not-in-family,16,Female,Local-gov,0,Laura,Ramirez
10437,40,Other-service,0,Own-child,13,Male,Private,0,Omar,Farmer
10438,30,Adm-clerical,0,Not-in-family,12,Female,Local-gov,0,Connie,Santiago
10439,60,Transport-moving,0,Husband,9,Male,Private,0,Matthew,Medina
10440,16,Handlers-cleaners,594,Not-in-family,9,Male,Private,0,Amanda,Green
10441,40,Adm-clerical,0,Unmarried,9,Male,Private,0,Donna,Morton
10442,70,Transport-moving,0,Husband,6,Male,Private,0,Jerry,Case
10443,20,Other-service,0,Own-child,7,Male,Private,0,Jerry,Callahan
10444,40,Priv-house-serv,0,Unmarried,13,Female,Private,0,Stacy,Dickson
10445,40,Machine-op-inspct,0,Unmarried,10,Female,Private,0,Derrick,Jones
10446,60,Exec-managerial,5455,Unmarried,10,Female,Private,0,Michael,Keith
10447,50,Farming-fishing,0,Not-in-family,2,Male,Private,0,Anthony,Turner
10448,45,Machine-op-inspct,0,Own-child,10,Male,Private,0,Ashley,Marshall
10449,40,Machine-op-inspct,0,Husband,9,Male,Private,0,Brandon,Lang
10450,60,Prof-specialty,0,Wife,14,Female,Private,0,Elizabeth,Cook
10451,20,?,0,Own-child,11,Male,?,0,Dominic,French
10452,40,Craft-repair,0,Not-in-family,9,Female,Private,0,Julia,Hunt
10453,35,Adm-clerical,0,Unmarried,9,Female,State-gov,0,Timothy,Green
10454,45,Other-service,0,Own-child,10,Male,State-gov,0,Austin,Cobb
10455,50,Exec-managerial,0,Husband,16,Male,Local-gov,1887,Helen,Allen
10456,8,Adm-clerical,0,Own-child,9,Female,Private,0,Stephanie,Booth
10457,25,Handlers-cleaners,0,Own-child,6,Male,Private,0,Valerie,Harrison
10458,40,Adm-clerical,0,Not-in-family,9,Female,Private,0,Jennifer,Flores
10459,40,Adm-clerical,0,Own-child,10,Male,Private,1590,Cynthia,Adams
10460,16,?,25124,Not-in-family,13,Female,?,0,Morgan,Davies
10461,40,Craft-repair,0,Husband,7,Male,Private,0,Pamela,Wagner
10462,40,Prof-specialty,0,Own-child,9,Male,State-gov,0,Melissa,Carpenter
10463,50,Exec-managerial,0,Husband,14,Male,Private,1887,Timothy,Robinson
10464,32,Adm-clerical,0,Not-in-family,9,Female,Private,0,Elizabeth,Nolan
10465,40,Machine-op-inspct,0,Not-in-family,3,Female,Private,0,Gregory,Singh
10466,40,?,0,Own-child,10,Male,?,0,Hailey,Berry
10467,40,Craft-repair,0,Husband,6,Male,Private,0,Beverly,Weiss
10468,40,Transport-moving,5178,Wife,9,Female,Local-gov,0,Holly,Gilbert
10469,55,Protective-serv,0,Unmarried,10,Male,Local-gov,0,Jimmy,Thornton
10470,50,Sales,0,Husband,,Male,Private,0,Bruce,Mitchell
10471,40,Transport-moving,114,Unmarried,6,Male,Private,0,Raymond,Moss
10472,80,Craft-repair,0,Not-in-family,10,Female,Private,0,Cynthia,Gallagher
10473,40,Sales,0,Not-in-family,13,Male,Private,0,April,Reilly
10474,50,Transport-moving,15024,Husband,11,Male,Private,0,Carlos,Haynes
10475,50,Sales,0,Not-in-family,13,Male,Private,0,Lauren,Lam
10476,70,Farming-fishing,2653,Husband,10,Male,Self-emp-not-inc,0,Kristen,Porter
10477,25,?,0,Unmarried,13,Male,?,0,Maureen,Hughes
10478,60,Sales,0,Wife,13,Male,Private,0,Steven,Martin
10479,40,Craft-repair,7298,Husband,13,Male,Private,0,Connie,Fields
10480,45,Prof-specialty,0,Husband,16,Male,Private,0,Christina,Nguyen
10481,30,Sales,0,Unmarried,10,Female,Private,0,Crystal,Wade
10482,20,Other-service,1409,Husband,8,Male,Self-emp-not-inc,0,Mike,Hickman
10483,40,Adm-clerical,0,Own-child,9,Female,Private,0,Gabriel,Bates
10484,25,Adm-clerical,0,Wife,13,Female,Private,0,Randy,Pierce
10485,45,Tech-support,0,Husband,9,Male,Private,0,Linda,Stark
10486,40,Tech-support,0,Wife,13,Female,Private,0,Adam,Brewer
10487,40,Handlers-cleaners,0,Other-relative,2,Male,Private,0,Eric,Thomas
10488,70,Sales,9386,Husband,12,Male,Self-emp-inc,0,Edward,Cervantes
10489,52,Prof-specialty,0,Not-in-family,10,Male,Private,0,Steven,Terry
10490,35,Other-service,0,Own-child,10,Male,Private,0,Judy,Wilson
10491,40,Prof-specialty,0,Not-in-family,13,Male,Private,0,Glenn,Pierce
10492,35,Sales,0,Not-in-family,5,Male,Private,0,Nicole,Baker
10493,40,Protective-serv,0,Husband,,Male,Local-gov,0,Diana,Cannon
10494,40,Other-service,2174,Not-in-family,10,Male,Private,0,Allen,Kirby
10495,40,Exec-managerial,0,Husband,9,Male,Private,1848,Michael,Graves
10496,40,Sales,0,Husband,11,Male,Private,0,Terri,Thompson
10497,30,Farming-fishing,0,Not-in-family,13,Male,Private,0,Ralph,Williamson
10498,40,Exec-managerial,0,Husband,9,Male,Private,0,Travis,Hamilton
10499,20,,0,Own-child,10,Male,,0,Carolyn,Randolph
10500,40,Exec-managerial,0,Own-child,13,Female,Private,0,Julie,Vasquez
10501,40,Transport-moving,0,Own-child,9,Male,Private,0,Stephanie,Ramos
10502,45,Craft-repair,3137,Husband,9,Male,Private,0,Carrie,Frazier
10503,40,Exec-managerial,0,Unmarried,11,Female,Local-gov,0,Cassandra,Macdonald
10504,48,Sales,0,Unmarried,10,Female,Self-emp-not-inc,0,Dylan,Smith
10505,20,Exec-managerial,0,Husband,14,Male,Local-gov,0,Michelle,Armstrong
10506,55,Prof-specialty,0,Not-in-family,14,Female,Private,0,Marie,Olson
10507,40,Exec-managerial,0,Husband,11,Male,Private,0,Christine,Keith
10508,40,Other-service,0,Unmarried,9,Male,Local-gov,0,Erin,Moore
10509,40,Machine-op-inspct,0,Husband,6,Male,Private,0,Isaac,Martinez
10510,40,Machine-op-inspct,0,Other-relative,9,Male,Private,0,Samantha,Weiss
10511,40,Craft-repair,0,Husband,7,Male,Private,0,Michael,Mckay
10512,40,Adm-clerical,0,Not-in-family,11,Female,Private,0,Andrew,King
10513,40,Adm-clerical,0,Other-relative,9,Female,Private,2339,Dr.,Tanya
10514,40,Farming-fishing,0,Husband,11,Male,Local-gov,0,Melanie,Cohen
10515,55,Adm-clerical,15024,Husband,13,Male,Private,0,Kevin,Ward
10516,20,Other-service,0,Own-child,10,Female,Private,0,Debbie,Brown
10517,20,Exec-managerial,0,Husband,9,Male,Local-gov,0,Nicole,Evans
10518,32,Prof-specialty,0,Wife,14,Female,Local-gov,0,Mario,Shelton
10519,55,Exec-managerial,0,Husband,13,Male,Private,0,Nicole,Ross
10520,50,Transport-moving,5178,Husband,10,Male,Private,0,Joseph,Walter
10521,50,Prof-specialty,0,Not-in-family,13,Female,Private,0,Kelly,Chambers
10522,50,Craft-repair,0,Husband,10,Male,Private,0,Warren,Mcclure
10523,45,Exec-managerial,0,Husband,13,Male,Self-emp-not-inc,0,Brad,Anderson
10524,99,Farming-fishing,0,Husband,9,Male,Self-emp-not-inc,0,Kimberly,Suarez
10525,35,Sales,0,Unmarried,9,Male,Private,0,Dave,Shaw
10526,35,?,0,Not-in-family,10,Female,?,0,Cody,Jackson
10527,46,Exec-managerial,0,Not-in-family,10,Female,Private,0,Keith,Hernandez
10528,20,Tech-support,0,Not-in-family,13,Female,Private,0,Cindy,Williams
10529,40,Craft-repair,0,Husband,8,Male,Private,0,Emily,Mcfarland
10530,60,Priv-house-serv,0,Not-in-family,9,Female,Private,0,Jeffrey,Flores
10531,40,Adm-clerical,0,Own-child,10,Female,Private,0,Natasha,Clements
10532,32,Adm-clerical,0,Own-child,7,Female,Private,0,Matthew,Munoz
10533,35,Adm-clerical,0,Own-child,13,Female,Private,0,Beverly,Christensen
10534,40,Prof-specialty,0,Not-in-family,12,Female,Private,0,Jared,Hart
10535,90,Exec-managerial,0,Husband,13,Male,Self-emp-inc,0,Renee,Stephenson
10536,40,Exec-managerial,0,Own-child,13,Male,Federal-gov,0,Victoria,Stokes
10537,32,Other-service,0,Unmarried,7,Female,Private,0,Christine,Powers
10538,40,Exec-managerial,0,Husband,13,Male,Private,0,Ryan,Lynch
10539,40,Prof-specialty,0,Husband,14,Male,Local-gov,0,Lisa,Callahan
10540,60,Protective-serv,0,Own-child,10,Male,State-gov,0,David,Bell
10541,40,Adm-clerical,0,Unmarried,9,Female,Local-gov,0,Brandon,Perez
10542,60,Exec-managerial,0,Own-child,9,Male,Private,0,Elizabeth,Stephenson
10543,40,Exec-managerial,0,Husband,10,Male,Private,0,Katrina,Moyer
