,marital-status,workclass,occupation,salary,relationship,hours-per-week,sex,native-country,first_name,last_names
25354,Married-civ-spouse,Private,Tech-support,>50K,Husband,40,Male,United-States,Mariah,Martinez
25355,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Female,United-States,Kimberly,Hurst
25356,Never-married,Self-emp-not-inc,Craft-repair,<=50K,Not-in-family,30,Male,United-States,Dr.,Mariah
25357,Separated,Private,Sales,<=50K,Unmarried,35,Female,United-States,Brandon,Harrison
25358,Married-spouse-absent,Self-emp-inc,Farming-fishing,<=50K,Not-in-family,45,Male,United-States,Nicole,Flowers
25359,Divorced,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Dalton,Conley
25360,Divorced,Private,Sales,<=50K,Other-relative,40,Female,United-States,Mr.,Austin
25361,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,56,Male,United-States,Adam,Bonilla
25362,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Juan,Wilson
25363,Divorced,,,<=50K.,Unmarried,40,Female,United-States,Michael,Ferrell
25364,Widowed,Local-gov,Other-service,<=50K.,Not-in-family,40,Male,United-States,Gilbert,Lambert
25365,Divorced,Private,Prof-specialty,<=50K,Not-in-family,40,Female,United-States,Tyler,Mcgee
25366,Never-married,Private,Prof-specialty,>50K,Not-in-family,40,Male,United-States,Mario,Hodge
25367,Never-married,Private,Prof-specialty,<=50K,Own-child,15,Female,United-States,Catherine,Goodwin
25368,Married-civ-spouse,Private,Tech-support,<=50K.,Husband,40,Male,Italy,David,Mosley
25369,Separated,Private,Sales,<=50K,Unmarried,17,Female,United-States,Susan,Hunt
25370,Never-married,Private,Exec-managerial,<=50K,Own-child,40,Male,United-States,Tracy,Perez
25371,Married-civ-spouse,Private,Other-service,<=50K.,Husband,40,Male,United-States,Lindsey,Welch
25372,Married-civ-spouse,Private,Adm-clerical,<=50K,Husband,40,Male,United-States,Michelle,Guerrero
25373,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,75,Male,United-States,Sara,Moss
25374,Married-spouse-absent,Private,Sales,<=50K.,Not-in-family,40,Male,United-States,Sharon,Marks
25375,Divorced,Private,Other-service,<=50K,Unmarried,40,Female,United-States,Jeanette,Edwards
25376,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,50,Male,China,Andrea,Soto
25377,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,40,Male,United-States,James,Mcdonald
25378,Never-married,State-gov,Adm-clerical,<=50K.,Own-child,40,Female,United-States,Kathleen,Avila
25379,Divorced,Private,Adm-clerical,<=50K,Unmarried,54,Female,United-States,Julia,Curtis
25380,Never-married,?,?,<=50K,Own-child,30,Male,United-States,Sheri,Walker
25381,Married-civ-spouse,Private,Transport-moving,>50K,Husband,60,Male,United-States,Chad,Glover
25382,Married-civ-spouse,Local-gov,Prof-specialty,<=50K,Husband,50,Male,United-States,Andrew,Sutton
25383,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,United-States,Crystal,Gonzales
25384,Never-married,Private,Sales,<=50K,Own-child,18,Female,United-States,Jeremiah,Rojas
25385,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K,Husband,60,Male,United-States,Jeffery,Crawford
25386,Never-married,Private,Transport-moving,<=50K,Own-child,60,Male,United-States,Mark,Ruiz
25387,Divorced,Private,Sales,<=50K,Not-in-family,40,Female,United-States,Maurice,Compton
25388,Never-married,Private,Sales,<=50K,Own-child,25,Female,United-States,Erin,Foster
25389,Divorced,Self-emp-not-inc,Exec-managerial,>50K.,Unmarried,99,Female,United-States,Robert,Flores
25390,Never-married,Private,Sales,<=50K,Own-child,20,Female,United-States,Nicholas,Kramer
25391,Married-civ-spouse,Private,Sales,>50K,Husband,50,Male,United-States,Trevor,Francis
25392,Divorced,Private,Craft-repair,<=50K,Unmarried,40,Male,United-States,Ashley,Mejia
25393,Married-civ-spouse,Private,Exec-managerial,<=50K,Husband,40,Male,United-States,Mrs.,Kayla
25394,Never-married,Private,Craft-repair,>50K.,Own-child,40,Male,United-States,Melanie,Hill
25395,Divorced,,,<=50K.,Not-in-family,40,Male,United-States,Elizabeth,Rowland
25396,Never-married,Self-emp-not-inc,Farming-fishing,<=50K,Own-child,60,Male,United-States,Christian,Benjamin
25397,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,50,Male,United-States,Shelia,Kramer
25398,Married-spouse-absent,Private,Farming-fishing,<=50K,Other-relative,20,Male,Mexico,Tonya,Martin
25399,Separated,Private,Prof-specialty,>50K,Unmarried,40,Female,Philippines,Gabriel,Watts
25400,Married-civ-spouse,,,<=50K.,Wife,40,Female,United-States,Roy,Odonnell
25401,Married-civ-spouse,Self-emp-not-inc,Adm-clerical,<=50K,Husband,40,Male,United-States,Ryan,Lutz
25402,Never-married,Private,Prof-specialty,<=50K,Not-in-family,40,Male,United-States,Fred,Collins
25403,Married-spouse-absent,Private,Craft-repair,<=50K.,Not-in-family,54,Male,United-States,Sherry,White
25404,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Mark,Smith
25405,Never-married,Private,Handlers-cleaners,<=50K,Other-relative,40,Male,United-States,Mrs.,Tracy
25406,Widowed,Local-gov,Prof-specialty,<=50K,Not-in-family,48,Female,United-States,John,Riley
25407,Widowed,Private,Sales,<=50K,Unmarried,40,Female,United-States,Donna,Stevens
25408,Divorced,Private,Craft-repair,<=50K,Unmarried,40,Male,United-States,Jimmy,Mcfarland
25409,Never-married,Private,Prof-specialty,>50K,Not-in-family,60,Male,United-States,Emily,Steele
25410,Married-civ-spouse,Private,Other-service,<=50K.,Husband,30,Male,United-States,Melissa,Hunt
25411,Divorced,Private,Tech-support,<=50K,Not-in-family,40,Male,United-States,Yvonne,Powell
25412,Married-civ-spouse,Private,Prof-specialty,>50K,Wife,37,Female,United-States,Mr.,Warren
25413,Never-married,Private,Sales,<=50K.,Not-in-family,25,Male,United-States,William,Kidd
25414,Married-civ-spouse,Local-gov,Protective-serv,>50K,Husband,56,Male,United-States,Jerry,Pittman
25415,Never-married,Private,Prof-specialty,<=50K.,Own-child,40,Male,United-States,Alexis,Lambert
25416,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,Taiwan,Francis,Barnett
25417,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K.,Husband,40,Male,United-States,Meghan,Martinez
25418,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,United-States,Brandi,Knapp
25419,Never-married,Self-emp-not-inc,Exec-managerial,<=50K.,Not-in-family,20,Male,Iran,Jamie,Hardin
25420,Married-civ-spouse,Self-emp-not-inc,Craft-repair,>50K,Husband,50,Male,United-States,Michael,Walton
25421,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,44,Male,United-States,Timothy,Shaffer
25422,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K,Husband,30,Male,United-States,Angelica,Graham
25423,Never-married,Private,Prof-specialty,<=50K.,Not-in-family,20,Male,United-States,Robert,Barton
25424,Never-married,Private,Adm-clerical,<=50K.,Own-child,25,Female,United-States,James,Martinez
25425,Never-married,Private,Adm-clerical,<=50K,Own-child,38,Female,Nicaragua,Charles,Terry
25426,Widowed,Self-emp-not-inc,Prof-specialty,<=50K.,Not-in-family,20,Female,United-States,Julia,Erickson
25427,Never-married,Private,Adm-clerical,<=50K.,Own-child,30,Female,Philippines,Kelly,Obrien
25428,Never-married,Private,Adm-clerical,<=50K,Own-child,30,Male,United-States,Brittany,Garner
25429,Separated,Private,Sales,<=50K,Unmarried,25,Female,United-States,Scott,Roberts
25430,Married-civ-spouse,?,?,<=50K,Husband,40,Male,United-States,Matthew,Martin
25431,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,35,Male,El-Salvador,Samantha,Porter
25432,Married-civ-spouse,Private,Craft-repair,>50K,Husband,40,Male,United-States,Christina,Harrison
25433,Divorced,State-gov,Adm-clerical,<=50K,Not-in-family,40,Male,United-States,Brian,Mckinney
25434,Married-civ-spouse,Private,Other-service,<=50K,Husband,75,Male,Mexico,Christina,Rogers
25435,Married-civ-spouse,Private,Prof-specialty,<=50K,Husband,50,Male,United-States,Jimmy,Meyer
25436,Never-married,Private,Other-service,<=50K.,Other-relative,30,Female,United-States,Earl,Peterson
25437,Never-married,Private,Craft-repair,<=50K,Not-in-family,40,Male,United-States,Sherry,Haney
25438,Never-married,Private,Sales,<=50K.,Not-in-family,42,Male,United-States,Angela,Wright
25439,Married-spouse-absent,Private,Exec-managerial,<=50K,Unmarried,40,Male,United-States,Edward,Skinner
25440,Divorced,Private,Prof-specialty,<=50K,Unmarried,32,Female,United-States,Katelyn,Smith
25441,Never-married,Private,Adm-clerical,<=50K,Not-in-family,55,Female,United-States,Jennifer,Porter
25442,Never-married,Private,Other-service,<=50K,Own-child,16,Male,United-States,Devin,Wallace
25443,Married-civ-spouse,Private,Sales,<=50K.,Husband,40,Male,United-States,Mr.,Shane
25444,Never-married,Private,Sales,<=50K,Own-child,8,Female,United-States,Michael,Steele
25445,Divorced,Self-emp-not-inc,Exec-managerial,<=50K,Unmarried,99,Female,United-States,Brandon,Smith
25446,Married-civ-spouse,Private,Sales,<=50K.,Husband,45,Male,United-States,Adam,Humphrey
25447,Married-civ-spouse,,,<=50K.,Husband,30,Male,United-States,Sarah,Nash
25448,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Jessica,Dunn
25449,Married-civ-spouse,Private,Other-service,<=50K.,Husband,40,Male,United-States,Austin,Gray
25450,Never-married,Private,Adm-clerical,<=50K,Other-relative,40,Male,United-States,Traci,Sanders
25451,Never-married,,,<=50K.,Own-child,10,Female,United-States,Allen,Santos
25452,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Brian,Park
25453,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,James,Durham
25454,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,60,Male,United-States,Todd,Sosa
25455,Divorced,Private,Farming-fishing,<=50K,Not-in-family,40,Male,United-States,Tina,Sanders
25456,Never-married,Private,Sales,<=50K,Own-child,5,Female,United-States,Christopher,Pineda
25457,Never-married,Self-emp-inc,Sales,<=50K,Own-child,35,Female,United-States,Nicole,Mason
25458,Never-married,Self-emp-not-inc,Farming-fishing,<=50K,Own-child,50,Female,United-States,James,Leach
25459,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Female,United-States,Keith,Mcclain
25460,Divorced,Private,Sales,<=50K.,Not-in-family,50,Male,United-States,Tyler,Wallace
25461,Never-married,Private,Transport-moving,<=50K,Not-in-family,40,Male,United-States,Katherine,Hodges
25462,Married-civ-spouse,Private,Sales,<=50K,Wife,20,Female,United-States,Aaron,Hanson
25463,Never-married,Private,Adm-clerical,<=50K,Not-in-family,40,Male,United-States,Christopher,Nguyen
25464,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K.,Husband,90,Male,South,Kimberly,Kelley
25465,Never-married,?,?,<=50K,Own-child,40,Male,United-States,Stacy,Thompson
25466,Never-married,Private,Exec-managerial,<=50K,Unmarried,40,Female,United-States,Angela,Frank
25467,Married-civ-spouse,Local-gov,Prof-specialty,<=50K,Wife,40,Female,United-States,Amanda,Shaw
25468,Divorced,Private,Sales,>50K,Not-in-family,40,Female,United-States,Sara,Sutton
25469,Never-married,Private,Tech-support,<=50K,Not-in-family,40,Male,United-States,Christopher,Wang
25470,Divorced,Private,Prof-specialty,>50K.,Unmarried,43,Female,United-States,Margaret,Brock
25471,Married-civ-spouse,Private,Craft-repair,>50K,Husband,44,Male,United-States,Vanessa,Guzman
25472,Never-married,Private,Other-service,<=50K.,Not-in-family,12,Female,United-States,Colton,Thompson
25473,Never-married,Private,Machine-op-inspct,<=50K,Unmarried,30,Male,United-States,Michael,Nelson
25474,Divorced,Federal-gov,Exec-managerial,>50K.,Not-in-family,42,Male,United-States,Keith,Salazar
25475,Married-civ-spouse,Private,Adm-clerical,>50K.,Husband,40,Male,United-States,Jessica,Walker
25476,Separated,Private,Other-service,<=50K,Not-in-family,30,Female,United-States,Joel,Ortega
25477,Divorced,State-gov,Adm-clerical,>50K,Not-in-family,50,Male,United-States,Angela,Santos
25478,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Adam,Calderon
25479,Married-spouse-absent,Private,Machine-op-inspct,<=50K.,Unmarried,40,Female,Philippines,Mrs.,Tiffany
25480,Never-married,Private,Prof-specialty,>50K,Not-in-family,40,Male,United-States,Raymond,Clay
25481,Never-married,Private,Adm-clerical,<=50K,Not-in-family,43,Female,United-States,Deborah,Williamson
25482,Separated,Private,Machine-op-inspct,<=50K.,Not-in-family,40,Male,United-States,Krista,Sanders
25483,Never-married,Private,Adm-clerical,<=50K.,Not-in-family,20,Female,United-States,Brian,Flores
25484,Widowed,Federal-gov,Adm-clerical,<=50K,Unmarried,35,Female,United-States,Shawna,Webb
25485,Never-married,Private,Handlers-cleaners,<=50K.,Not-in-family,50,Male,United-States,Kimberly,Taylor
25486,Married-civ-spouse,Private,Exec-managerial,>50K,Husband,55,Male,United-States,Melissa,Allen
25487,Married-civ-spouse,Self-emp-inc,Sales,<=50K.,Husband,30,Male,United-States,Annette,Larson
25488,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,Mexico,Paul,Mcconnell
25489,Married-civ-spouse,Local-gov,Exec-managerial,>50K.,Husband,50,Male,United-States,Sergio,Barnes
25490,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Melissa,Gentry
25491,Married-civ-spouse,,,<=50K.,Husband,32,Male,United-States,Charles,Murray
25492,Never-married,Local-gov,Adm-clerical,<=50K,Own-child,40,Male,United-States,Ashley,Woodard
25493,Married-civ-spouse,Private,Adm-clerical,<=50K,Wife,40,Female,United-States,Eric,Petty
25494,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,United-States,Michael,Robles
25495,Widowed,Private,Adm-clerical,<=50K.,Not-in-family,25,Female,United-States,Nicole,Rios
25496,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K.,Wife,80,Female,United-States,Heather,Ramirez
25497,Married-civ-spouse,Local-gov,Adm-clerical,<=50K,Husband,40,Male,United-States,Jeremy,Nash
25498,Never-married,Private,Craft-repair,<=50K.,Own-child,40,Male,United-States,Courtney,Bryant
25499,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,Italy,Gerald,Miller
25500,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,40,Male,United-States,Aaron,Thomas
25501,Divorced,Private,Craft-repair,<=50K.,Not-in-family,50,Male,United-States,Teresa,Jones
25502,Married-civ-spouse,Private,Prof-specialty,>50K.,Husband,50,Male,United-States,Lauren,Heath
25503,Never-married,Private,Adm-clerical,<=50K,Not-in-family,39,Female,United-States,Michael,Blackwell
25504,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,40,Male,Puerto-Rico,Kimberly,Valentine
25505,Never-married,Private,Adm-clerical,<=50K,Own-child,15,Female,United-States,Kathryn,Brown
25506,Never-married,Private,Transport-moving,<=50K.,Own-child,40,Female,United-States,Jessica,Lin
25507,Never-married,Private,Other-service,<=50K.,Other-relative,40,Female,,Pamela,Mcclain
25508,Widowed,Private,Adm-clerical,<=50K,Not-in-family,25,Female,United-States,Paul,Carter
25509,Married-civ-spouse,Private,Other-service,<=50K,Wife,40,Female,United-States,Sharon,Willis
25510,Married-civ-spouse,Private,Sales,>50K,Husband,60,Male,United-States,Anthony,Hanson
25511,Married-civ-spouse,Private,Machine-op-inspct,<=50K.,Husband,40,Male,United-States,Beth,Hess
25512,Married-civ-spouse,Private,Handlers-cleaners,<=50K,Husband,40,Male,Mexico,Tracy,Blankenship
25513,Married-civ-spouse,?,?,<=50K,Husband,30,Male,United-States,Marissa,Daniels
25514,Never-married,Local-gov,Craft-repair,<=50K,Own-child,5,Male,United-States,Angelica,Martinez
25515,Divorced,Private,Machine-op-inspct,<=50K.,Not-in-family,40,Female,Mexico,Bryan,West
25516,Never-married,Private,Other-service,<=50K.,Own-child,18,Female,United-States,Tony,Cook
25517,Never-married,Private,Adm-clerical,<=50K,Unmarried,40,Female,United-States,Lindsey,Hughes
25518,Divorced,Private,Craft-repair,<=50K,Not-in-family,55,Male,United-States,William,Benson
25519,Widowed,,,<=50K.,Not-in-family,40,Female,United-States,Nicole,Landry
25520,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,United-States,Amy,Reid
25521,Never-married,Private,Exec-managerial,<=50K,Own-child,40,Female,Yugoslavia,Anne,Ward
25522,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,50,Male,United-States,Michelle,Harmon
25523,Married-civ-spouse,Private,Sales,>50K,Husband,40,Male,United-States,Mario,Barrera
25524,Married-civ-spouse,Private,Transport-moving,<=50K.,Husband,50,Male,United-States,Paige,Allen
25525,Separated,Private,Other-service,<=50K,Unmarried,40,Male,United-States,Todd,Bernard
25526,Married-civ-spouse,Private,Craft-repair,>50K,Husband,50,Male,United-States,Shannon,Rodgers
25527,Never-married,Private,Prof-specialty,>50K,Not-in-family,60,Male,United-States,Jacob,Jenkins
25528,Widowed,Private,Other-service,<=50K.,Unmarried,40,Female,United-States,Steve,Hodges
25529,Divorced,Private,Adm-clerical,<=50K,Own-child,65,Female,United-States,Kirk,Haley
25530,Never-married,Private,Adm-clerical,<=50K,Unmarried,40,Female,United-States,Erica,Mora
25531,Married-civ-spouse,Private,Machine-op-inspct,>50K,Husband,40,Male,United-States,Donna,Martinez
25532,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,50,Male,United-States,Whitney,Rodgers
25533,Married-civ-spouse,Private,Tech-support,>50K,Husband,40,Male,United-States,Kendra,Wood
25534,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K.,Husband,60,Male,United-States,Ann,Garner
25535,Married-civ-spouse,Private,Tech-support,<=50K,Husband,40,Male,United-States,Jacqueline,Pratt
25536,Never-married,Private,Prof-specialty,<=50K.,Not-in-family,30,Male,United-States,David,Maldonado
25537,Never-married,Private,Prof-specialty,<=50K,Other-relative,20,Female,United-States,Charles,Gallagher
25538,Never-married,Federal-gov,Other-service,<=50K.,Not-in-family,32,Male,United-States,Jamie,Schmitt
25539,Never-married,Private,Sales,<=50K,Not-in-family,40,Male,United-States,Melanie,Hughes
25540,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K,Husband,50,Male,United-States,Misty,Brown
25541,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,4,Male,United-States,Harold,Bryan
25542,Never-married,Self-emp-not-inc,Exec-managerial,<=50K,Not-in-family,40,Male,United-States,Julie,Pacheco
25543,Never-married,Private,Adm-clerical,<=50K,Own-child,8,Female,United-States,Katie,Mitchell
25544,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,40,Male,United-States,Mr.,Austin
25545,Never-married,Private,Other-service,<=50K.,Not-in-family,40,Male,United-States,Jeanette,Fletcher
25546,Married-civ-spouse,Private,Transport-moving,<=50K,Husband,40,Male,United-States,Alice,Hodges
25547,Divorced,Private,Sales,<=50K,Not-in-family,48,Female,United-States,Jason,Cole
25548,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,65,Male,United-States,Jason,Smith
25549,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Karen,Li
25550,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,45,Male,United-States,Thomas,Bright
25551,Never-married,Private,Sales,<=50K.,Not-in-family,40,Female,United-States,Carlos,Hill
25552,Divorced,Self-emp-not-inc,Exec-managerial,<=50K.,Not-in-family,45,Male,United-States,Oscar,Flynn
25553,Divorced,Self-emp-not-inc,Other-service,<=50K.,Not-in-family,48,Female,Italy,Kayla,Walker
25554,Married-civ-spouse,Private,Tech-support,>50K.,Own-child,40,Female,United-States,Nicholas,Perry
25555,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,Dominican-Republic,Jonathan,Allen
25556,Never-married,Private,Other-service,<=50K,Own-child,12,Female,United-States,Cathy,Roberts
25557,Never-married,State-gov,Protective-serv,<=50K.,Other-relative,40,Female,United-States,Maureen,Baker
25558,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K.,Husband,70,Male,Greece,Katherine,Gilbert
25559,Divorced,Private,Transport-moving,<=50K,Not-in-family,40,Male,United-States,Amy,Boone
25560,Married-spouse-absent,Private,Craft-repair,<=50K,Not-in-family,72,Male,Mexico,Anne,Hahn
25561,Never-married,Private,Adm-clerical,<=50K,Own-child,40,Female,United-States,Jeremy,Fox
25562,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,44,Male,United-States,Teresa,Harvey
25563,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,Mexico,Anthony,Jackson
25564,Never-married,Private,Other-service,<=50K,Other-relative,40,Male,?,Jenna,Mccall
25565,Never-married,Private,Sales,<=50K.,Unmarried,20,Male,United-States,Hector,Miller
25566,Married-civ-spouse,Federal-gov,Craft-repair,<=50K,Husband,40,Male,United-States,Julie,Green
25567,Divorced,Private,Craft-repair,<=50K.,Not-in-family,20,Female,United-States,Eric,Hanson
25568,Married-civ-spouse,Private,Prof-specialty,>50K,Husband,72,Male,United-States,Kristin,Lee
25569,Never-married,State-gov,Adm-clerical,<=50K,Own-child,10,Female,United-States,Sonya,Davila
25570,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K,Husband,40,Male,United-States,Stacy,Good
25571,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Devin,Tate
25572,Never-married,Private,Machine-op-inspct,<=50K.,Own-child,30,Female,United-States,Julia,Bryant
25573,Married-civ-spouse,Private,Handlers-cleaners,<=50K.,Husband,40,Male,United-States,Megan,Hartman
25574,Married-civ-spouse,Private,Sales,>50K.,Husband,40,Male,United-States,Stephanie,Gordon
25575,Married-civ-spouse,?,?,<=50K,Husband,45,Male,United-States,Samantha,Frey
25576,Married-civ-spouse,State-gov,Protective-serv,>50K,Husband,72,Male,United-States,Samantha,Choi
25577,Divorced,Private,Exec-managerial,>50K,Unmarried,40,Male,United-States,Jennifer,Myers
25578,Never-married,Private,Adm-clerical,>50K,Not-in-family,60,Female,United-States,Teresa,Gilbert
25579,Married-civ-spouse,State-gov,Prof-specialty,>50K.,Husband,48,Male,United-States,Scott,Wolfe
25580,Married-civ-spouse,Private,Exec-managerial,>50K.,Husband,40,Male,United-States,Deborah,Hamilton
25581,Never-married,Private,Exec-managerial,<=50K,Not-in-family,40,Female,United-States,Brandon,Nelson
25582,Married-civ-spouse,Private,Craft-repair,<=50K,Husband,40,Male,United-States,Jessica,Ball
25583,Divorced,Private,Other-service,<=50K.,Not-in-family,36,Female,United-States,Danielle,Koch
25584,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,40,Male,United-States,Brandi,Grant
25585,Divorced,Private,Adm-clerical,<=50K,Unmarried,24,Female,United-States,Jill,Snyder
25586,Widowed,Private,Craft-repair,<=50K,Unmarried,40,Female,South,Morgan,Hunt
25587,Married-civ-spouse,Private,Protective-serv,<=50K.,Husband,40,Male,United-States,Brian,Lara
25588,Married-civ-spouse,Private,Adm-clerical,>50K,Husband,40,Male,United-States,Stephanie,Terry
25589,Never-married,Private,Handlers-cleaners,<=50K,Own-child,10,Male,United-States,Jessica,White
25590,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,>50K,Husband,45,Male,United-States,Thomas,Watts
25591,Married-civ-spouse,Local-gov,Prof-specialty,<=50K.,Husband,35,Male,United-States,Robert,Perry
25592,Married-civ-spouse,?,?,<=50K,Husband,20,Male,Mexico,Donald,Snyder
25593,Never-married,Private,Prof-specialty,<=50K.,Own-child,40,Female,United-States,Martha,Rush
25594,Never-married,Private,Other-service,<=50K,Own-child,40,Male,United-States,Chris,Thomas
25595,Never-married,Private,Prof-specialty,<=50K,Not-in-family,50,Male,United-States,Victor,Livingston
25596,Married-civ-spouse,Private,Sales,<=50K,Husband,40,Male,Mexico,Emily,Hatfield
25597,Widowed,Local-gov,Protective-serv,>50K,Not-in-family,40,Male,United-States,Lawrence,Reynolds
25598,Divorced,Local-gov,Prof-specialty,<=50K.,Unmarried,38,Female,United-States,Sara,Hughes
25599,Divorced,Private,Other-service,<=50K.,Not-in-family,40,Female,United-States,Carla,Bush
25600,Never-married,Private,Other-service,<=50K,Own-child,20,Female,United-States,Shawn,James
25601,Married-civ-spouse,Private,Prof-specialty,<=50K.,Husband,40,Male,United-States,Valerie,Kim
25602,Divorced,Private,Handlers-cleaners,<=50K.,Own-child,40,Male,United-States,Larry,Pitts
25603,Divorced,Private,Other-service,<=50K,Not-in-family,40,Female,United-States,Anne,Herring
25604,Never-married,Private,Handlers-cleaners,<=50K,Own-child,20,Male,United-States,Nathan,Miller
25605,Divorced,?,?,<=50K,Own-child,20,Female,?,Julia,Whitehead
25606,Separated,Private,Other-service,<=50K,Not-in-family,55,Female,United-States,Crystal,Hernandez
25607,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Katelyn,Rose
25608,Never-married,Private,Adm-clerical,<=50K,Own-child,25,Female,United-States,Lauren,Reyes
25609,Married-civ-spouse,?,?,<=50K,Husband,50,Male,United-States,Melanie,Parker
25610,Married-civ-spouse,Self-emp-not-inc,Craft-repair,<=50K.,Wife,15,Female,United-States,Pamela,Adams
25611,Married-civ-spouse,Self-emp-not-inc,Craft-repair,>50K,Husband,40,Male,?,Samantha,Murray
25612,Divorced,Private,Prof-specialty,>50K,Unmarried,45,Female,United-States,Jose,Mcdonald
25613,Divorced,State-gov,Craft-repair,<=50K.,Own-child,40,Male,United-States,Claudia,Johnson
25614,Married-civ-spouse,Local-gov,Prof-specialty,>50K,Wife,40,Female,United-States,Lisa,Alvarado
25615,Divorced,Private,Craft-repair,<=50K.,Not-in-family,40,Male,United-States,Kerri,Sullivan
25616,Married-civ-spouse,Federal-gov,Craft-repair,<=50K,Husband,40,Male,United-States,Tamara,James
25617,Never-married,Local-gov,Transport-moving,<=50K,Own-child,40,Male,United-States,Robin,Garcia
25618,Married-civ-spouse,State-gov,Exec-managerial,>50K,Husband,60,Male,United-States,Bradley,Butler
25619,Never-married,Private,Sales,<=50K,Own-child,40,Male,United-States,Brandon,Flores
25620,Never-married,Private,Sales,<=50K,Unmarried,60,Female,United-States,William,Maddox
25621,Married-civ-spouse,Private,Exec-managerial,<=50K.,Husband,40,Male,United-States,William,Patterson
25622,Never-married,Private,Handlers-cleaners,<=50K,Other-relative,30,Male,United-States,Xavier,Smith
25623,Divorced,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,United-States,Grant,Fox
25624,Divorced,Private,Adm-clerical,<=50K,Other-relative,40,Female,United-States,Thomas,Bryant
25625,Never-married,Private,Handlers-cleaners,<=50K,Own-child,40,Male,United-States,Renee,Johnson
25626,Widowed,Private,Tech-support,<=50K,Unmarried,38,Female,United-States,Chelsey,Wolfe
25627,Married-civ-spouse,Private,Farming-fishing,<=50K.,Husband,40,Male,United-States,Joy,White
25628,Married-civ-spouse,State-gov,Transport-moving,<=50K.,Husband,84,Male,United-States,Jamie,Costa
25629,Married-spouse-absent,Private,Adm-clerical,<=50K,Not-in-family,30,Female,United-States,Daniel,Bennett
25630,Divorced,?,?,<=50K,Not-in-family,40,Female,United-States,Samantha,Hahn
25631,Never-married,Private,Machine-op-inspct,<=50K,Not-in-family,40,Male,United-States,Erika,Brown
25632,Married-civ-spouse,Private,Sales,>50K,Husband,50,Male,United-States,Joseph,Carr
25633,Married-civ-spouse,Private,Machine-op-inspct,<=50K,Husband,40,Male,United-States,Brittany,Cole
25634,Married-civ-spouse,Self-emp-inc,Sales,<=50K,Husband,20,Male,United-States,Melinda,Ayala
